DIRECTION,REVENUE,SALES_VOLUME,FREIGHT_RATE,NUM_40,NUM_20,percent_40,Nomal_Rate,score
日照_厦门,255663,4100,1359.9119680851065,17,171,0.09042553191489362,0.55,0.15820856260173805
肇庆（三榕）_秦皇岛,38537,1080,856.3800000000001,9,36,0.2,0.8,0.15819970187637955
高明_南沙,682,20,682.5,0,1,0.0,1.0,0.15811348091263766
黄骅_厦门,47361,680,1435.190909090909,1,32,0.030303030303030307,0.67,0.1581129397721367
南庄_扬州,2035,60,678.65,0,3,0.0,1.0,0.15810592604767776
秦皇岛_泉州,112662,1860,1656.8073529411774,25,43,0.36764705882352944,0.38,0.15805139241830896
顺德新港_合肥,23751,780,609.0,0,39,0.0,1.0,0.15795615384705955
泉州_三水,61956,3260,380.099999999999,0,163,0.0,1.0,0.15787372189705995
南庄_新港,117863,8660,272.2021939953824,0,433,0.0,0.85,0.15784947415810646
大连_太仓,32758,540,2047.434375,11,5,0.6875,0.12,0.15783644755667184
厦门_东江仓,3994,120,665.6999999999998,0,6,0.0,1.0,0.1578120088077716
厦门_黄埔旧港,3994,120,665.6999999999998,0,6,0.0,1.0,0.1578120088077716
漳州_乐平,3994,120,665.6999999999998,0,6,0.0,1.0,0.1578120088077716
新港_福鼎,42857,500,1863.384782608696,2,21,0.08695652173913042,0.48,0.15779722763524937
上海_岳阳,11235,180,2247.0,4,1,0.8,0.0,0.15768708732074213
漳州_神湾,2662,80,665.7,0,4,0.0,1.0,0.1576679327279935
厦门_三水,2662,80,665.7,0,4,0.0,1.0,0.1576679327279935
汕头_海口,2755,120,688.8000000000002,2,2,0.5,0.75,0.15764679447619967
中山_曹妃甸,12684,400,634.2000000000003,0,20,0.0,1.0,0.15757992454563458
钦州_潍坊,668,20,668.85,0,1,0.0,1.0,0.15757588029038472
厦门_鹤山,668,20,668.85,0,1,0.0,1.0,0.15757588029038472
董家口_新会新港,4011,80,2005.5,2,0,1.0,0.0,0.1575355014968216
花都巴江_青岛,667,20,667.8,0,1,0.0,1.0,0.15753452639636528
漳州_双水小冈,1331,40,665.7,0,2,0.0,1.0,0.15752385664821542
漳州_中山,1331,40,665.7,0,2,0.0,1.0,0.15752385664821542
厦门_石龙,1331,40,665.7,0,2,0.0,1.0,0.15752385664821542
漳州_龙通,665,20,665.7,0,1,0.0,1.0,0.15745181860832635
厦门_小榄,665,20,665.7,0,1,0.0,1.0,0.15745181860832635
漳州_石龙,665,20,665.7,0,1,0.0,1.0,0.15745181860832635
福清_虎门,1327,40,663.6,0,2,0.0,1.0,0.1574411488601765
花都巴江_锦州,7117,220,647.0863636363638,0,11,0.0,1.0,0.1574391072495992
马尾_营口,21134,1760,384.26181818181817,33,22,0.6,0.76,0.1574347807034947
四会_太仓,4611,180,658.8000000000002,2,5,0.2857142857142857,0.86,0.15743208305245374
铁山_宜兴,15524,500,620.9700000000003,0,25,0.0,1.0,0.15741905568043468
汕头_镇江,664,20,664.65,0,1,0.0,1.0,0.1574104647143069
九江（江西）_新港,13177,400,693.5526315789474,1,18,0.05263157894736842,0.95,0.15740040255494497
营口_珠海（高栏）,788508,10200,1756.1437082405334,61,388,0.1358574610244989,0.15,0.15739360927456122
福清_花都（炭步）,663,20,663.6,0,1,0.0,1.0,0.15736911082028746
福清_四会永泰,663,20,663.6,0,1,0.0,1.0,0.15736911082028746
福清_连云港,663,20,663.6,0,1,0.0,1.0,0.15736911082028746
福清_三水,663,20,663.6,0,1,0.0,1.0,0.15736911082028746
淮安_丹东,40043,820,976.6792682926822,0,41,0.0,0.85,0.15735615325457797
三水_海安,2630,80,657.5625,0,4,0.0,1.0,0.1573474400493427
泰州_乐平,5990,120,1996.75,3,0,1.0,0.0,0.15733496179310422
泉州_珠海洪湾,1421,80,710.8499999999998,2,0,1.0,0.5,0.15729615017083018
营口_泰州,593502,7720,1545.5781249999998,2,382,0.005208333333333333,0.38,0.1571632906144576
长兴_湛江海安,27724,220,2520.381818181818,0,11,0.0,0.27,0.1571232136252227
泰州_丹东,7024,220,638.5909090909091,0,11,0.0,1.0,0.15710451665253267
黄骅_茂名水东,127760,880,3041.925000000001,2,40,0.047619047619047616,0.02,0.15698055605344705
江阴_武汉,1995,40,1995.0,1,0,1.0,0.0,0.1569778864768489
惠州_新港,64309,1780,1236.7182692307695,37,15,0.7115384615384616,0.37,0.1569162962911829
塘源_上海,1299,40,649.95,0,2,0.0,1.0,0.15690354823792352
东江仓_营口,651,20,651.0,0,1,0.0,1.0,0.15687286409205395
南京_秦皇岛,6342,200,634.2,0,10,0.0,1.0,0.15685954414674408
锦州_三埠,152302,1520,2086.3356164383567,3,70,0.0410958904109589,0.37,0.1568581839906052
秦皇岛_虎门,22092,360,2209.2,8,2,0.8,0.0,0.1568466894950431
虎门_宁波,1296,40,648.375,0,2,0.0,1.0,0.15684151739689434
营口_南庄,144976,1440,2013.5645833333344,0,72,0.0,0.42,0.15678170908973207
新港_阳江,487466,3940,2512.714948453609,3,191,0.015463917525773196,0.13,0.15676187837138494
乐平_大连,3906,100,976.5,1,3,0.25,0.75,0.15675572339764204
石龙_营口,24331,920,640.3065789473683,8,30,0.21052631578947367,0.87,0.15672999807165253
南通_石龙,1988,40,1988.7,1,0,1.0,0.0,0.15672976311273218
乍浦_中山,61467,1600,1536.6749999999995,40,0,1.0,0.12,0.1567258788487015
秦皇岛_顺乐,595861,6360,2182.642307692309,45,228,0.16483516483516486,0.1,0.156693124765039
新港_岳阳,659774,5000,2639.0994000000087,0,250,0.0,0.05,0.1566859568699017
镇江_唐山,21945,760,577.5,0,38,0.0,1.0,0.15664349898658678
梧州（李家庄）_日照,580505,20860,608.4959119496791,89,865,0.09329140461215933,0.23,0.15664145482285566
鱼珠_厦门,2557,80,639.45,0,4,0.0,1.0,0.15663408537750706
泰州_厦门,24176,420,1511.0156250000002,5,11,0.3125,0.5,0.15662254871014708
黄埔旧港_如皋,643,20,643.65,0,1,0.0,1.0,0.15658338683391773
马鞍山_重庆,40320,280,3101.5384615384614,1,12,0.07692307692307693,0.0,0.1565614466529461
泉州_博罗,642,20,642.6,0,1,0.0,1.0,0.1565420329398983
董家口_龙通,13730,280,1961.55,7,0,1.0,0.0,0.1565249260460405
北海_潍坊,9245,300,616.3500000000001,0,15,0.0,1.0,0.15651671814785856
三埠_安庆,1914,60,638.05,0,3,0.0,1.0,0.15650690881225873
锦州_花都（炭步）,1037705,12500,1662.989663461539,1,623,0.0016025641025641025,0.16,0.15649935539970616
扬州_唐山,3792,120,632.1,0,6,0.0,1.0,0.15648868419914896
绍兴_营口,33600,1280,525.0,0,64,0.0,1.0,0.15644879332272918
秦皇岛_石龙,451710,4580,1989.9118942731293,2,225,0.00881057268722467,0.31,0.15642332204522552
董家口_肇庆（三榕）,3950,80,1975.05,2,0,1.0,0.0,0.1563362385702573
九江（江西）_锦州,3150,100,630.0,0,5,0.0,1.0,0.156333938371221
铜陵_珠海（高栏）,11626,160,1937.775,2,4,0.3333333333333333,0.33,0.15625132749212275
江阴_四会,1976,40,1976.1,1,0,1.0,0.0,0.15623351638449867
鱼珠_新港,111634,6680,526.5799528301893,122,90,0.5754716981132075,0.53,0.15622421452764168
泉州_中山,13087,440,594.8727272727275,0,22,0.0,1.0,0.15617510932213843
梧州（李家庄）_如皋,5706,100,1141.35,0,5,0.0,0.8,0.1561732847586969
大丰_博罗,26959,560,1925.7000000000005,14,0,1.0,0.0,0.15612151850868003
鱼珠_曹妃甸,24334,880,553.063636363636,0,44,0.0,1.0,0.15611330932874093
新港_宁德,664933,7360,1826.7403846153854,4,360,0.01098901098901099,0.27,0.15605602710328817
清远清新_安庆,630,20,630.0,0,1,0.0,1.0,0.1560457862116648
如皋_日照,630,20,630.0,0,1,0.0,1.0,0.1560457862116648
九江（江西）_丹东,630,20,630.0,0,1,0.0,1.0,0.1560457862116648
安庆_锦州,630,20,630.0,0,1,0.0,1.0,0.1560457862116648
海口_钦州,630,20,630.0,0,1,0.0,1.0,0.1560457862116648
武汉_三埠,33957,360,1886.5,0,18,0.0,0.5,0.15600725939972976
洋浦港_新港,447142,21680,525.431844888365,233,618,0.2737955346650999,0.14,0.15596106505880464
博罗_连云港,59864,5160,232.03372093023242,0,258,0.0,0.97,0.15584079548413252
台山_芜湖,624,20,624.75,0,1,0.0,1.0,0.1558390167415675
茂名水东_秦皇岛,1965,40,1965.6,1,0,1.0,0.0,0.1558199774443041
花都（炭步）_宁波,93657,2740,683.6343065693425,0,137,0.0,0.88,0.15577532861721916
泉州_三埠,4878,160,609.7875,0,8,0.0,1.0,0.1557539900310136
厦门_花都（炭步）,49284,2000,492.84899999999936,0,100,0.0,0.98,0.15574590652385917
淮安_汕头,7612,80,1903.125,0,4,0.0,0.5,0.15565349682992446
南庄_安庆,13904,300,926.94,0,15,0.0,0.87,0.15555419999881415
台山_厦门,1227,40,613.725,0,2,0.0,1.0,0.15547683889425223
鹤山_防城,5617,100,1123.5,0,5,0.0,0.8,0.15547026856036614
福清_台山,4228,140,604.0500000000002,0,7,0.0,1.0,0.15545598249880394
肇庆（三榕）_海口,147908,3900,1275.0711206896544,79,37,0.6810344827586207,0.28,0.15544534920269792
董家口_顺乐,9706,200,1941.24,5,0,1.0,0.0,0.15543687142216508
宁德_日照,53495,1660,644.5228915662643,0,83,0.0,0.93,0.15541988464322154
肇庆（三榕）_曹妃甸,7119,240,593.25,0,12,0.0,1.0,0.15539081835976332
漳州_连云港,613,20,613.2,0,1,0.0,1.0,0.15538412390735346
荆州_宁波,29295,300,1953.0,0,15,0.0,0.47,0.15536522523462826
中山_小铲滩,11329,260,1416.1874999999998,5,3,0.625,0.38,0.15531897083740237
海安_珠海（高栏）,5832,120,1944.25,3,0,1.0,0.0,0.15526726709213132
德庆_安庆,610,20,610.05,0,1,0.0,1.0,0.1552600622252951
三水_合肥,609,20,609.0,0,1,0.0,1.0,0.15521870833127566
湛江_镇江,40093,1200,835.2749999999992,12,36,0.25,0.75,0.15515571684592272
梧州（李家庄）_黄骅,118360,2420,1047.4353982300872,8,105,0.07079646017699115,0.71,0.1551366105995023
贵港_黄骅,106653,1560,1367.3557692307684,0,78,0.0,0.65,0.1551082222692216
太仓_新会新港,36608,560,1743.2500000000007,7,14,0.3333333333333333,0.38,0.1551057871145371
石龙_曹妃甸,24084,920,523.584782608696,0,46,0.0,1.0,0.15509637074756963
青岛_小榄,46482,1000,1859.298,25,0,1.0,0.0,0.15509113512844863
花都（炭步）_烟台,9897,160,1237.1625,0,8,0.0,0.75,0.1550879417076396
钦州_唐山,72549,1520,967.3299999999997,1,74,0.013333333333333334,0.8,0.15508226688866134
漳州_小塘西,3574,120,595.6999999999998,0,6,0.0,1.0,0.15505508253980776
涪陵_宁德,56700,360,3150.0,0,18,0.0,0.0,0.15501977853647728
锦州_张家港,44974,620,1450.7951612903232,0,31,0.0,0.65,0.15500866656232082
漳州_烟台,3786,320,291.25384615384604,3,10,0.2307692307692308,1.0,0.15500033900095395
淮安_重庆,81480,520,3133.8461538461543,0,26,0.0,0.0,0.1549598691014442
肇庆（三榕）_锦州,44863,1360,659.7551470588232,0,68,0.0,0.93,0.15493923126328255
龙口_福鼎,7539,80,1884.75,0,4,0.0,0.5,0.15492980368458398
昆明_黄骅,17371,640,542.8500000000001,0,32,0.0,1.0,0.15484659224461036
福清_鸦岗,43737,1480,633.8804347826083,5,64,0.07246376811594203,0.9,0.15482913186233302
铁山_泉州,14387,520,553.3500000000003,0,26,0.0,1.0,0.15482790294547064
清远清新_日照,40704,2900,347.9000000000001,28,89,0.2393162393162393,0.88,0.15475962032656293
连云港_云浮,18224,180,2024.9833333333333,0,9,0.0,0.44,0.15472303617418345
芜湖_营口,77385,3800,502.5,36,118,0.23376623376623376,0.79,0.15468547043794295
连云港_庙沙围,43978,380,2314.642105263158,0,19,0.0,0.32,0.15467152910278087
太仓_三埠,1936,40,1936.2,1,0,1.0,0.0,0.15466206841175928
太仓_勒流,119280,2840,1680.0,71,0,1.0,0.0,0.15465704385547865
安庆_虎门,32278,420,1537.0499999999995,0,21,0.0,0.62,0.15464040374311167
张家港_厦门,116096,1760,1527.584210526315,12,64,0.15789473684210525,0.5,0.15458782971696125
四会永泰_海安,592,20,592.2,0,1,0.0,1.0,0.1545570460269643
新港_四会,1342878,16820,1602.4804295942824,3,835,0.0035799522673031032,0.01,0.15454753741907576
四会_防城,1210770,22720,1065.8193221830984,0,1136,0.0,0.01,0.15448855773449094
上海_厦门,209808,3760,1327.90443037975,30,128,0.18987341772151897,0.49,0.15446647715278702
小榄_连云港,1824,100,608.3000000000002,2,1,0.6666666666666666,0.67,0.1543842912281522
南通_珠海（高栏）,98249,2700,1444.8463235294125,67,1,0.9852941176470588,0.1,0.15432662387004467
三埠_宁波,34429,940,732.5425531914897,0,47,0.0,0.91,0.15426313973909964
泉州_龙通,3435,120,572.6,0,6,0.0,1.0,0.15414529687137968
重庆_温州,12600,80,3150.0,0,4,0.0,0.0,0.15401124597803056
南京_重庆,50610,380,2977.058823529412,2,15,0.1176470588235294,0.0,0.153998234031985
汕头_南通,6368,200,707.5833333333335,1,8,0.1111111111111111,0.89,0.15398472185099282
白坭_营口,139609,4980,560.6789156626509,0,249,0.0,0.83,0.15392603269938676
湛江_江阴,94492,2560,1227.1719545454553,51,26,0.6623376623376623,0.34,0.15391364263829427
南京_宜宾,6300,40,3150.0,0,2,0.0,0.0,0.15386716989825247
嘉兴_涪陵,6300,40,3150.0,0,2,0.0,0.0,0.15386716989825247
董家口_高明,9502,200,1900.5,5,0,1.0,0.0,0.15383234033421012
宁德_营口,92193,2860,743.4931451612907,19,105,0.1532258064516129,0.76,0.15383185111415829
清远清新_连云港,35371,2100,484.53904109589035,32,41,0.4383561643835616,0.75,0.15373792139822495
上海_日照,40420,2160,374.266666666666,0,108,0.0,1.0,0.15368188584749853
龙通_小铲滩,4139,120,827.82,1,4,0.2,0.8,0.15361705004437592
花都巴江_营口,59570,2180,578.3563106796121,6,97,0.05825242718446603,0.89,0.15345799328567666
宜宾_太仓,5040,60,2520.0,1,1,0.5,0.0,0.15342687152646683
四会永泰_宁波,51939,1340,775.2134328358204,0,67,0.0,0.87,0.15332447866500323
云浮_黄骅,2757,100,551.4599999999998,0,5,0.0,1.0,0.15324066709856554
泉州_台山,1665,60,555.1,0,3,0.0,1.0,0.15323995118472158
泰州_新港,17936,760,597.8700000000001,8,22,0.26666666666666666,0.83,0.15315076453056425
董家口_泉州,6116,100,1529.0625,1,3,0.25,0.5,0.15314321012538168
温州_深圳（大铲湾）,7543,160,1885.8,4,0,1.0,0.0,0.15310930973815962
铁山_福清,1106,40,553.35,0,2,0.0,1.0,0.15309898998813343
台山_泰州,1106,40,553.35,0,2,0.0,1.0,0.15309898998813343
双水小冈_镇江,554,20,554.4,0,1,0.0,1.0,0.15306830584226383
茂名水东_乍浦,15901,640,496.91250000000025,0,32,0.0,1.0,0.1530373593812591
厦门_南京,18389,420,875.7000000000003,0,21,0.0,0.86,0.1529533582099989
三埠_如皋,551,20,551.25,0,1,0.0,1.0,0.15294424416020547
博罗_泉州,11281,440,512.7818181818182,0,22,0.0,1.0,0.152941986698799
铜陵_营口,9660,520,402.5,2,22,0.08333333333333333,1.0,0.15293672683800852
博罗_曹妃甸,5344,200,534.4499999999998,0,10,0.0,1.0,0.15293092421489557
铁山_南通,1096,40,548.1,0,2,0.0,1.0,0.15289222051803614
黄骅_清远清新,948110,12080,1577.5542429284405,3,598,0.0049916805324459225,0.17,0.15280142254792495
泉州_小榄,2688,100,537.6,0,5,0.0,1.0,0.1526947956975087
三埠_厦门,1083,40,541.8,0,2,0.0,1.0,0.15264409715391938
泉州_鹏成,1075,40,537.6,0,2,0.0,1.0,0.15247868157784156
南庄_如皋,1075,40,537.6,0,2,0.0,1.0,0.15247868157784156
南京_泉州,35760,620,1153.5774193548386,0,31,0.0,0.74,0.1524378465616517
肇庆（三榕）_海安,1073,40,536.55,0,2,0.0,1.0,0.1524373276838221
黄石_大连,4200,160,525.0,0,8,0.0,1.0,0.15241466308894236
顺乐_泰州,1071,40,535.5,0,2,0.0,1.0,0.15239597378980263
双水小冈_南通,6197,240,516.4250000000002,0,12,0.0,1.0,0.15236509178067298
泰州_黄埔旧港,9306,200,1861.23,5,0,1.0,0.0,0.15228570469788238
南庄_海安,534,20,534.45,0,1,0.0,1.0,0.15228258185589413
四会_如皋,534,20,534.45,0,1,0.0,1.0,0.15228258185589413
三水_泰州,534,20,534.45,0,1,0.0,1.0,0.15228258185589413
中山_安庆,1874,40,1874.25,1,0,1.0,0.0,0.15222218866461126
珠海（高栏）_太仓,399345,22880,417.28904702194507,187,770,0.19540229885057472,0.14,0.1522142687611469
厦门_高明,33049,1460,459.0250000000004,1,71,0.013888888888888888,0.97,0.15212873267417473
洋浦港_防城,2100,80,525.0,0,4,0.0,1.0,0.15212651092938617
宜宾_烟台,34965,360,1942.5,0,18,0.0,0.44,0.15212280041410084
梧州（李家庄）_连云港,201039,4040,1175.6684210526312,31,140,0.18128654970760236,0.52,0.15210692431084422
阳江_唐山,529,20,529.2,0,1,0.0,1.0,0.15207581238579684
锦州_顺德新港,242590,2640,1851.8393129770984,1,130,0.0076335877862595426,0.39,0.15206048890607782
台山_黄骅,528,20,528.15,0,1,0.0,1.0,0.15203445849177738
新会新港_大连,7687,200,768.7049999999998,0,10,0.0,0.9,0.15200697797063661
铜陵_青岛,1050,40,525.0,0,2,0.0,1.0,0.15198243484960805
唐山_深圳（大铲湾）,1015635,12120,1800.772340425518,42,522,0.07446808510638298,0.04,0.1519184209824908
黄石_锦州,525,20,525.0,0,1,0.0,1.0,0.15191039680971902
小塘西_锦州,14958,640,467.44687500000015,0,32,0.0,1.0,0.15187686573033804
鹏成_上海,5557,220,505.240909090909,0,11,0.0,1.0,0.15185257211206155
小铲滩_南沙,14937,640,466.79062500000015,0,32,0.0,1.0,0.1518510195465759
南京_营口,9111,400,506.2166666666666,2,16,0.1111111111111111,0.94,0.151849344352374
云浮_乍浦,47615,1080,1763.5333333333344,27,0,1.0,0.0,0.1516076283583458
烟台_东江仓,118017,940,2809.949999999999,5,37,0.11904761904761905,0.02,0.15153184201581527
肇庆（三榕）_厦门,2039,80,509.775,0,4,0.0,1.0,0.15152687946610402
常熟_烟台,40129,1860,436.19510869565215,1,91,0.010869565217391304,0.96,0.1515086068124964
宿迁_贵港,39774,360,2209.6666666666665,0,18,0.0,0.33,0.1514800690034962
上海_芜湖,29085,500,2077.5,11,3,0.7857142857142857,0.0,0.1514697102101116
鹏成_青岛,35590,2420,294.13884297520656,0,121,0.0,1.0,0.15146257319563106
肇庆（三榕）_黄骅,1020,40,510.3,0,2,0.0,1.0,0.15140348033333564
唐山_九江（顺德）,149062,1280,2329.0968750000025,0,64,0.0,0.25,0.15137753710328636
漳州_白坭,508,20,508.2,0,1,0.0,1.0,0.15124873450540768
营口_三埠,316185,3240,1976.1590625,2,158,0.0125,0.31,0.15123442892328534
宿迁_泉州,1848,40,1848.0,1,0,1.0,0.0,0.15118834131412484
营口_铁山,309801,2960,2093.2530405405405,0,148,0.0,0.28,0.15118510299170074
贵港_合肥,113767,1220,1865.0409836065567,0,61,0.0,0.43,0.1511547390295339
新港_漳州,88453,1660,1608.2372727272736,28,27,0.509090909090909,0.27,0.1511272669998585
龙通_曹妃甸,12705,560,453.75,0,28,0.0,1.0,0.15104926679254588
梧州（李家庄）_江阴,12029,180,1336.65,0,9,0.0,0.67,0.15095826120587227
芜湖_新港,31185,1980,315.0,0,99,0.0,1.0,0.1506993459149544
紫金村_太仓,22068,400,1103.445,0,20,0.0,0.75,0.15068597978293025
漳州_高明,5222,220,474.79090909090894,0,11,0.0,1.0,0.15065330918549727
厦门_台山,9569,420,455.7000000000001,0,21,0.0,1.0,0.1506218006022158
唐山_钦州,1071267,11320,1916.4002683363146,7,552,0.012522361359570662,0.04,0.15058030395236954
南沙_铁山,153430,15840,387.44999999999993,396,0,1.0,0.0,0.15057512624540884
扬州_盘锦,4746,200,474.6,0,10,0.0,1.0,0.15057375225578648
海口_四会永泰,33101,2780,238.13848920863308,0,139,0.0,1.0,0.1505537029662863
三水_新港,37699,1900,471.24,15,65,0.1875,0.85,0.1504521531854935
如皋_新港,15960,760,420.0,0,38,0.0,1.0,0.1504404148836681
顺德新港_营口,90919,4260,654.0971223021579,74,65,0.5323741007194245,0.53,0.15043528895535258
黄骅_宁波,65915,840,1569.424999999999,0,42,0.0,0.55,0.15032328097971498
厦门_钦州,58185,1540,1039.0312499999998,21,35,0.375,0.55,0.15018023435099104
日照_小榄,44988,540,1874.5125,3,21,0.125,0.38,0.1500784781353424
黄石_泸州,15225,100,3045.0,0,5,0.0,0.0,0.14994789461597383
黄骅_黄埔旧港,83346,980,1894.2477272727274,5,39,0.11363636363636365,0.36,0.14985830752094903
如皋_万州,3045,20,3045.0,0,1,0.0,0.0,0.14965974245641764
南庄_锦州,79056,2720,581.2985294117652,0,136,0.0,0.86,0.1496428306887841
深圳（大铲湾）_镇江,9801,460,426.16304347826065,0,23,0.0,1.0,0.14960257366327265
营口_威海,738899,17040,867.2531690140838,0,852,0.0,0.24,0.1495542937831408
福清_勒流,9975,340,586.7647058823529,0,17,0.0,0.94,0.14940558744908838
厦门_鸦岗,1822,80,455.7,0,4,0.0,1.0,0.14939715392410197
梧州（李家庄）_宿迁,23016,360,1278.6666666666667,0,18,0.0,0.67,0.14932294963957699
常州_烟台,1814,80,453.6,0,4,0.0,1.0,0.14931444613606304
锦州_惠州,212955,1940,2241.6394736842103,2,93,0.021052631578947368,0.23,0.1493034702141424
马尾_连云港,2252,100,450.45,0,5,0.0,1.0,0.1492624224938937
漳州_东莞海腾,911,40,455.7,0,2,0.0,1.0,0.14925307784432384
泉州_镇江,56082,2020,555.2732673267317,0,101,0.0,0.89,0.14914150316876917
台山_南通,451,20,451.5,0,1,0.0,1.0,0.14901562422835696
白坭_新港,83653,4800,348.5562499999993,0,240,0.0,0.87,0.14898331106901563
福清_小榄,7305,220,664.1727272727275,0,11,0.0,0.91,0.1489770478886431
江阴_烟台,449,20,449.4,0,1,0.0,1.0,0.14893291644031806
泰州_宜宾,47985,320,2999.0625,0,16,0.0,0.0,0.14893108019140208
小塘西_秦皇岛,100830,3400,596.6298816568047,1,168,0.005917159763313609,0.82,0.14892351811990537
烟台_贵港,31322,260,2409.426923076923,0,13,0.0,0.23,0.14883736877823137
虎门_秦皇岛,1326,60,442.05,0,3,0.0,1.0,0.14878751526195996
南京_烟台,5103,240,425.25,0,12,0.0,1.0,0.1487741953166501
德庆_泉州,4695,220,426.87272727272733,0,11,0.0,1.0,0.14876606784024565
铁山_龙通,40853,960,1702.225,24,0,1.0,0.0,0.14876079219598642
龙通_安庆,444,20,444.15,0,1,0.0,1.0,0.14872614697022077
虎门_大连,443,20,443.1,0,1,0.0,1.0,0.1486847930762013
锦州_铜陵,13731,160,1716.4875,0,8,0.0,0.5,0.14859099432752204
花都巴江_太仓,2166,100,433.23,0,5,0.0,1.0,0.1485842186319746
江阴_青岛,2767,120,922.6,3,0,1.0,0.33,0.14852492821119892
南京_万州,9030,60,3010.0,0,3,0.0,0.0,0.1484253554022138
宜宾_上海,103950,1200,2417.4418604651164,17,26,0.3953488372093023,0.0,0.14840777573312594
云浮_泉州,13082,700,373.79999999999984,0,35,0.0,1.0,0.1484047294271448
双水小冈_常州,1719,80,429.975,0,4,0.0,1.0,0.14838398352062523
重庆_湛江,114660,780,2940.0,0,39,0.0,0.0,0.14826179857025576
福清_中山,10005,360,555.8583333333335,0,18,0.0,0.94,0.1482603884842936
长兴_锦州,21157,1380,306.6304347826087,0,69,0.0,1.0,0.148208572229722
海口_黄骅,117012,3940,774.9139072847682,46,105,0.30463576158940403,0.58,0.14804792515154447
淮安_湛江,28728,280,2052.0,0,14,0.0,0.36,0.14802726863085952
乍浦_高明,17346,400,1734.6,10,0,1.0,0.0,0.14801880547802632
常熟_营口,425,20,425.25,0,1,0.0,1.0,0.14798177687787054
扬州_锦州,422,20,422.1,0,1,0.0,1.0,0.14785771519581214
宁波_鸦岗,86517,2320,1466.4050847457636,57,2,0.9661016949152542,0.05,0.14779923386884586
如皋_锦州,420,20,420.0,0,1,0.0,1.0,0.14777500740777325
深圳（大铲湾）_黄骅,23663,1220,695.9955882352942,27,7,0.7941176470588235,0.47,0.1477664001202896
日照_中山,173899,2220,1792.7829896907224,14,83,0.14432989690721648,0.32,0.14776021742086376
厦门_乐平,17115,500,684.6000000000003,0,25,0.0,0.88,0.1477451016580138
南京_新港,15902,680,636.1047000000002,9,16,0.36,0.72,0.14773947306783258
南京_大连,5533,280,395.25,0,14,0.0,1.0,0.14773673156730083
钦州_宁德,25886,420,1232.7000000000005,0,21,0.0,0.67,0.14772868217661456
营口_顺乐,272335,2720,2161.3916666666673,10,116,0.07936507936507936,0.19,0.14772640605917622
三水_锦州,25058,760,677.2500000000002,1,36,0.027027027027027032,0.86,0.14767563243194876
乐平_小铲滩,9145,200,914.55,0,10,0.0,0.8,0.14760103384993928
上海_大连,2694,120,898.0999999999998,3,0,1.0,0.33,0.14756000401741157
锦州_南京,159900,2300,1390.4373913043455,0,115,0.0,0.54,0.14751769160514303
铁山_锦州,1625,80,406.35,0,4,0.0,1.0,0.14745352090518743
厦门_岳阳,217221,3280,1324.5237804878068,0,164,0.0,0.53,0.14743657034432844
包头_南昌,200287,1400,2861.25,0,70,0.0,0.0,0.14739343575535702
茂名水东_潍坊,13482,800,337.05000000000024,0,40,0.0,1.0,0.14731753333590905
铁山_日照,48408,7580,127.7259894459094,0,379,0.0,0.84,0.14725427366955257
常州_黄骅,802,40,401.1,0,2,0.0,1.0,0.14710267535531205
虎门_曹妃甸,3864,200,386.4,0,10,0.0,1.0,0.14710002515815204
小塘_新港,13485,820,328.9060975609756,0,41,0.0,1.0,0.14706882653925693
防城_青岛,65247,2940,443.8571428571428,0,147,0.0,0.88,0.14705216671473775
清远清新_营口,163861,6520,502.6440184049073,0,326,0.0,0.73,0.14703727701786568
花都（炭步）_曹妃甸,18230,1280,284.8453125,0,64,0.0,1.0,0.14699038237496634
青岛_三水,8625,200,1725.15,5,0,1.0,0.0,0.14692624003296068
铁山_鱼珠,15375,360,1708.35,9,0,1.0,0.0,0.14684088204776174
武汉_小榄,12967,140,1852.5,0,7,0.0,0.43,0.1467707624879392
日照_虎门,140284,1700,1845.8447368421066,9,67,0.11842105263157895,0.32,0.14671787747403403
贵港_秦皇岛,5461,100,1365.2624999999996,1,3,0.25,0.5,0.14669200265834628
合肥_黄埔旧港,86467,1400,1394.6370967741946,8,54,0.12903225806451613,0.5,0.1466523515281789
四会_锦州,15133,520,605.3460000000001,1,24,0.04,0.88,0.14663974777731417
四会永泰_泉州,5141,280,367.275,0,14,0.0,1.0,0.14663494567663954
安吉_锦州,777,40,388.5,0,2,0.0,1.0,0.14660642862707854
泉州_四会永泰,2280,120,380.1,0,6,0.0,1.0,0.1465637496344791
湛江_常州,24384,680,1161.1584999999998,13,8,0.6190476190476191,0.38,0.14649825325803595
博罗_太仓,2628,140,375.45000000000016,0,7,0.0,1.0,0.14645264900085342
虎门_锦州,385,20,385.35,0,1,0.0,1.0,0.14641032890513114
漳州_日照,15183,1040,291.9807692307694,0,52,0.0,1.0,0.1464069534405117
贵港_青岛,26428,780,695.4868421052628,1,37,0.02631578947368421,0.84,0.14640135617024116
泸州_绍兴,38220,260,2940.0,0,13,0.0,0.0,0.14638880953314043
四会_泉州,6994,400,349.7025,0,20,0.0,1.0,0.1463750869610625
镇江_锦州,3675,200,367.5,0,10,0.0,1.0,0.14635565506580178
泉州_虎门,760,40,380.1,0,2,0.0,1.0,0.14627559747492289
铁山_上海,8442,500,337.6800000000001,0,25,0.0,1.0,0.14626177507398497
