DIRECTION,REVENUE,SALES_VOLUME,FREIGHT_RATE,NUM_40,NUM_20,percent_40,Nomal_Rate,score
新港_南沙,10633245,143140,2169.607223015809,2256,2645,0.4603142215874311,0.34,0.6875681793337033
营口_南沙,14395396,132320,3164.5189263573584,2067,2482,0.4543855792481864,0.25,0.6783567278681394
营口_宁波,11363140,132220,1937.4493299232047,746,5119,0.12719522591645355,0.76,0.6655323664534987
钦州_宁波,1247244,151440,250.50102430206695,2593,2386,0.5207873066880899,0.34,0.6448196108200345
营口_福清,8520607,104760,1764.8317357083392,410,4418,0.08492129246064622,0.3,0.5110811390941135
营口_钦州,7076760,72120,2263.114998401053,479,2648,0.15318196354333227,0.78,0.4651772439784343
上海_烟台,1663308,92340,622.2626745230016,1944,729,0.7272727272727273,0.24,0.4464741009442424
日照_铁山,4289936,102320,838.5333659108804,0,5116,0.0,0.0,0.43123337616168045
上海_武汉,3469972,73480,1871.6140809060973,1820,34,0.9816612729234088,0.0,0.4157507942214216
乐从_营口,2118002,51760,1615.5623569794282,1277,34,0.9740655987795576,0.83,0.41130882280065234
营口_泸州,3376494,12140,5562.59382207579,0,607,0.0,1.0,0.3939693737741
秦皇岛_重庆,76741,400,6976.4863636363625,9,2,0.8181818181818182,0.45,0.39130735912152836
大连_黄石,5336,40,5336.1,1,0,1.0,1.0,0.3900659772467635
新港_鱼珠,3735097,65540,1992.0521600000013,1402,473,0.7477333333333334,0.07,0.38763120743449225
营口_深圳（大铲湾）,5466142,54580,2373.4878419452803,426,1877,0.1849761181068172,0.49,0.37845707593090744
营口_上海,3645539,61820,1597.519366564434,809,1473,0.35451358457493426,0.39,0.372063111914104
营口_汕头,5385644,53240,2637.4359696376,620,1422,0.3036238981390793,0.29,0.36949231689097806
宜宾_马尾,28665,240,4777.5,6,0,1.0,1.0,0.36878608602730245
营口_海口,4892710,48860,2171.642343541944,190,2063,0.08433200177541056,0.71,0.3673432759458125
营口_新沙,3870882,44820,3119.1641821112084,1000,241,0.8058017727639001,0.1,0.3632578491328508
常德_北海,1001857,10740,3696.891143911439,266,5,0.981549815498155,1.0,0.36314996456305104
钦州_日照,1901114,50820,1246.6322950819615,1016,509,0.6662295081967213,0.66,0.36117701551373177
新港_深圳（大铲湾）,3995100,53180,2160.681936181668,810,1039,0.43807463493780413,0.33,0.36109371260555223
宜宾_福清,58012,520,4462.5,13,0,1.0,1.0,0.35738845037991185
董家口_阳江,4475,40,4475.1,1,0,1.0,1.0,0.3561557841508082
万州_湛江,212625,2000,4252.5,50,0,1.0,1.0,0.35444848652781
寿光_海口,8841,80,4420.5,2,0,1.0,1.0,0.35414945774157447
石岛_钦州,34807,200,6961.5,5,0,1.0,0.0,0.35315810950799653
重庆_新会新港,17430,160,4357.5,4,0,1.0,1.0,0.3519563762599631
新港_汕头,2793662,41580,2252.953669354836,839,401,0.6766129032258065,0.5,0.35179370023692363
连云港_阳江,8712,80,4356.45,2,0,1.0,1.0,0.3516268702063875
涪陵_南沙,4357,40,4357.5,1,0,1.0,1.0,0.3515241480206289
大连_海口,63867,600,4257.819999999999,15,0,1.0,1.0,0.3496153501319417
寿光_湛江,8555,80,4277.7,2,0,1.0,1.0,0.3485253281549282
石岛_深圳（大铲湾）,4265,40,4265.1,1,0,1.0,1.0,0.3478850053469167
烟台_惠州,4264,40,4264.05,1,0,1.0,1.0,0.3478436514528972
新港_重庆,325332,1520,6639.428571428571,27,22,0.5510204081632653,0.24,0.3477675379547054
石岛_珠海（高栏）,77950,720,4330.608333333334,18,0,1.0,0.94,0.3468243222022471
合肥_海口,528180,5320,3827.394565217385,128,10,0.927536231884058,1.0,0.34614242859315214
锦州_宜宾,736933,2840,5189.669366197192,0,142,0.0,1.0,0.3457841819631512
大连_小塘西,4179,40,4179.0,1,0,1.0,1.0,0.3444939860373211
江阴_宁德,4163,40,4163.25,1,0,1.0,1.0,0.3438736776270292
重庆_深圳（大铲湾）,12442,120,4147.5,3,0,1.0,1.0,0.3435415213762935
新港_黄埔旧港,1864735,25000,2895.5527173912897,606,38,0.9409937888198758,0.63,0.3434266218559193
涪陵_虎门,8295,80,4147.5,2,0,1.0,1.0,0.3433974452965154
日照_深圳（大铲湾）,3011748,40540,2616.636490008697,876,275,0.7610773240660296,0.26,0.3421162176079252
龙口_梧州（李家庄）,36737,360,4081.933333333333,9,0,1.0,1.0,0.34182365691730265
丹东_泸州,10689,40,5344.5,0,2,0.0,1.0,0.3417968083989191
营口_泉州,3731483,45700,1975.3748385388992,396,1493,0.20963472736897829,0.58,0.3411260489630383
惠州_长沙,5318,20,5318.25,0,1,0.0,1.0,0.3406909230085437
寿光_鱼珠,8148,80,4074.0,2,0,1.0,1.0,0.3405026727151534
肇庆（三榕）_荆州,8141,80,4070.85,2,0,1.0,1.0,0.340378611033095
乐平_荆州,12177,120,4059.300000000001,3,0,1.0,1.0,0.3400677942786591
广利港_白坭,12028,120,4009.6,3,0,1.0,1.0,0.3381103766284047
威海_珠海（高栏）,321566,3300,3783.1376470588234,80,5,0.9411764705882352,1.0,0.3377864584480887
大连_肇庆（新港）,15950,160,3987.6375,4,0,1.0,1.0,0.3373894670916092
广利港_鸦岗,23814,240,3969.0,6,0,1.0,1.0,0.33694358763232
营口_德庆,7950,80,3975.3,2,0,1.0,1.0,0.33661540667732437
潍坊_庙沙围,7942,80,3971.1,2,0,1.0,1.0,0.3364499911012465
寿光_深圳（大铲湾）,7938,80,3969.0,2,0,1.0,1.0,0.33636728331320764
广利港_虎门,7931,80,3965.85,2,0,1.0,1.0,0.3362432216311493
龙口_鹏成,7923,80,3961.65,2,0,1.0,1.0,0.3360778060550714
寿光_新会新港,11859,120,3953.25,3,0,1.0,1.0,0.3358910509826939
广利港_新会新港,7906,80,3953.25,2,0,1.0,1.0,0.3357469749029158
寿光_石龙,3943,40,3943.8,1,0,1.0,1.0,0.33523071377696256
宜宾_泉州,422100,4120,3768.75,94,18,0.8392857142857143,1.0,0.33522147472565633
荆州_马尾,128835,1180,4026.09375,27,5,0.84375,1.0,0.33498424349441336
莱州_虎门,3925,40,3925.95,1,0,1.0,1.0,0.3345276975786317
广利港_南沙,151305,1600,3782.625,40,0,1.0,1.0,0.3345018581563217
龙口_三埠,11661,120,3887.1,3,0,1.0,1.0,0.33328575565946805
扬州_贵港,7644,80,3822.0,2,0,1.0,1.0,0.3305777381504835
龙口_珠海洪湾,3805,40,3805.2,1,0,1.0,1.0,0.3297719997663941
连云港_高明,93798,980,3751.9440000000013,24,1,0.96,1.0,0.32911631813651265
营口_漳州,3501564,43180,2004.3297939324593,412,1335,0.2358328563251288,0.52,0.3283728661058901
烟台_双水小冈,3746,40,3746.4,1,0,1.0,1.0,0.3274561817013045
青岛_新沙,18611,200,3722.25,5,0,1.0,1.0,0.3270813464579694
鸦岗_营口,1121603,25160,1736.2286377708992,612,34,0.9473684210526316,0.91,0.3270731474702798
营口_马尾,4517130,49080,1889.2222710163169,63,2328,0.026348808030112924,0.44,0.3267896923607684
荆州_小榄,11025,120,3675.0,3,0,1.0,1.0,0.3249322690675376
马鞍山_马尾,21936,240,3656.1,6,0,1.0,1.0,0.3246201272145216
镇江_钦州,7309,80,3654.525,2,0,1.0,1.0,0.32398179205438
江阴_铁山,10929,120,3643.15,3,0,1.0,1.0,0.323677867615614
石岛_湛江,30628,280,4375.499999999999,7,0,1.0,0.71,0.3236625283967738
北海_蚌埠,7281,80,3640.875,2,0,1.0,1.0,0.3234441914321271
秦皇岛_北海,45502,480,3791.9,12,0,1.0,0.92,0.3227130206530401
黄骅_海安,3624,40,3624.6,1,0,1.0,1.0,0.3226591299950474
青岛_东莞海腾,3623,40,3623.55,1,0,1.0,1.0,0.32261777610102793
日照_鹤山,18007,200,3601.5,5,0,1.0,1.0,0.32232564864573177
威海_钦州,54045,340,6005.0666666666675,8,1,0.8888888888888888,0.11,0.3217585732126071
南沙_营口,1648065,36240,1563.6293168880436,758,296,0.7191650853889943,0.63,0.3206737737187799
丹东_新会新港,46943,500,3611.0307692307692,12,1,0.9230769230769232,1.0,0.3200431238205518
合肥_小铲滩,146768,1640,3579.731707317073,41,0,1.0,0.93,0.3195500506905107
青岛_三埠,3544,40,3544.8,1,0,1.0,1.0,0.31951623404956864
上海_营口,891373,58000,604.3208155932119,1425,50,0.9661016949152542,0.1,0.3194752402510321
新港_镇江,3536,40,3536.4,1,0,1.0,1.0,0.31918540289741293
九江（江西）_中山,161280,1920,3360.0,48,0,1.0,1.0,0.3190095244517147
汕头_营口,791291,49400,622.0845518867826,1198,74,0.9418238993710693,0.4,0.3184686009667921
烟台_南沙,3094226,29940,3389.076363088705,584,329,0.6396495071193866,0.16,0.31830694708479224
扬州_惠州,7014,80,3507.0,2,0,1.0,1.0,0.31817156994464624
秦皇岛_神湾,6997,80,3498.6,2,0,1.0,1.0,0.31784073879249053
云浮_万州,9460,40,4730.25,0,2,0.0,1.0,0.31760478039753637
青岛_乐平,6946,80,3473.4,2,0,1.0,1.0,0.31684824533602357
营口_乐从,3222325,28940,3768.8017929824896,592,263,0.6923976608187135,0.0,0.3159839626785276
营口_海安,48264,500,3712.6384615384613,12,1,0.9230769230769232,0.92,0.31592490833412695
石岛_南沙,24066,160,6016.5,4,0,1.0,0.0,0.3157955288107064
太仓_钦州,3448,40,3448.2,1,0,1.0,1.0,0.3157116757997785
龙口_小铲滩,3446,40,3446.1,1,0,1.0,1.0,0.31562896801173956
岳阳_北海,122377,1480,3307.5,37,0,1.0,1.0,0.31535699287318275
贵港_上海,291157,3760,3097.421808510637,94,0,1.0,1.0,0.3152954710713436
贵港_常州,20466,240,3411.1,6,0,1.0,1.0,0.31497088527664807
锦州_重庆,1487360,7160,4576.494461538452,33,292,0.10153846153846154,0.73,0.3147244820740994
龙口_海口,109416,1040,3647.2099999999987,22,8,0.7333333333333333,1.0,0.3141915191740522
秦皇岛_东江仓,38265,420,3478.65,10,1,0.9090909090909092,1.0,0.3138614796660529
新港_勒流,46950,560,3353.625,14,0,1.0,1.0,0.31385986052556974
秦皇岛_小榄,6794,80,3397.275,2,0,1.0,1.0,0.3138500880196129
威海_洋浦港,13427,160,3356.85,4,0,1.0,1.0,0.3125461152594199
海安_惠州,20059,240,3343.2000000000007,6,0,1.0,1.0,0.3122966667967232
马鞍山_三埠,20046,240,3341.1,6,0,1.0,1.0,0.3122139590086843
常州_汕头,13364,160,3341.1,4,0,1.0,1.0,0.3119258068491281
烟台_福清,381927,2860,5231.876712328767,70,3,0.9589041095890408,0.19,0.3119062817469417
新港_福清,2156992,36140,1782.6388016528965,597,613,0.4933884297520661,0.57,0.31187645236225786
大连_漳州,206102,1360,5725.0666666666675,32,4,0.8888888888888888,0.08,0.31135980817509334
宁德_泸州,9097,40,4548.6,0,2,0.0,1.0,0.31045055673217026
秦皇岛_台山,36008,440,3273.5181818181813,11,0,1.0,1.0,0.310272652410686
连云港_深圳（大铲湾）,2174940,47400,1528.4192550948915,947,476,0.6654954321855235,0.16,0.30917091848469314
泉州_营口,20848,61780,8.513189056757746,640,1809,0.2613311555737036,0.43,0.30886790020304117
新港_海口,2707373,37620,2364.518384279464,736,409,0.6427947598253275,0.19,0.30881554504325126
北海_烟台,3263,40,3263.4,1,0,1.0,1.0,0.3084333904523539
上海_汕头,32204,400,3220.455,10,0,1.0,1.0,0.308038700904961
德清_马尾,16180,200,3236.1,5,0,1.0,1.0,0.3079344935269604
马鞍山_阳江,6472,80,3236.1,2,0,1.0,1.0,0.3075022652876261
龙口_泉州,397372,5720,2759.53125,142,2,0.9861111111111112,0.99,0.3073574938882569
南通_中山,6461,80,3230.85,2,0,1.0,1.0,0.3072954958175288
龙通_温州,3209,40,3209.85,1,0,1.0,1.0,0.30632434185736157
新港_乍浦,36870,400,3687.075,10,0,1.0,0.8,0.306116371407208
扬州_三埠,6384,80,3192.0,2,0,1.0,1.0,0.30576540173880884
日照_珠海洪湾,17131,180,3426.36,4,1,0.8,1.0,0.30563578108339706
扬州_四会,3192,40,3192.0,1,0,1.0,1.0,0.3056213256590308
扬州_顺乐,3192,40,3192.0,1,0,1.0,1.0,0.3056213256590308
泰州_四会,3178,40,3178.35,1,0,1.0,1.0,0.30508372503677783
太仓_虎门,1110586,46820,885.6348086124337,1087,167,0.8668261562998405,0.29,0.3047456410177795
龙口_重庆,17593,80,4398.45,0,4,0.0,1.0,0.30468102596716584
曹妃甸_南京,6325,80,3162.6,2,0,1.0,1.0,0.3046074927062641
小铲滩_九江（江西）,9450,120,3150.0,3,0,1.0,1.0,0.3042553220578087
鹏成_重庆,181074,840,4311.299999999998,0,42,0.0,1.0,0.3039860982793347
长沙_大连,3150,40,3150.0,1,0,1.0,1.0,0.30396716989825245
威海_南沙,255200,2080,4640.007272727271,49,6,0.8909090909090909,0.4,0.3037966630656744
海口_大连,22806,160,5701.5,4,0,1.0,0.0,0.3033893606048691
烟台_鹏成,18170,200,3634.05,5,0,1.0,0.8,0.30330761936033496
宜宾_厦门,137392,1240,3522.884615384615,23,16,0.5897435897435898,1.0,0.303036924911326
青岛_泸州,75072,400,4170.716666666666,2,16,0.1111111111111111,1.0,0.30226443448028156
马鞍山_南庄,9288,120,3096.1,3,0,1.0,1.0,0.3021324888314765
青岛_武汉,238323,3080,2942.268518518522,73,8,0.9012345679012346,1.0,0.30193551799025475
盘锦_重庆,73095,340,4299.75,0,17,0.0,1.0,0.3017302544478945
黄骅_肇庆（新港）,18372,240,3062.15,6,0,1.0,1.0,0.30122760783084834
汕头_万州,4312,20,4312.35,0,1,0.0,1.0,0.3010738925379031
茂名水东_上海,6125,80,3062.85,2,0,1.0,1.0,0.3006788727744156
张家港_三水,3062,40,3062.85,1,0,1.0,1.0,0.30053479669463745
铜陵_高明,80079,1080,2965.9,27,0,1.0,1.0,0.30046243188773814
曹妃甸_东江仓,3057,40,3057.6,1,0,1.0,1.0,0.3003280272245402
泰州_三水,9129,120,3043.25,3,0,1.0,1.0,0.3000510094991638
太仓_重庆,1779540,17840,3990.0,446,0,1.0,0.0,0.2996641406150734
贵港_太仓,222441,2880,2926.8611842105292,68,8,0.8947368421052632,0.99,0.2992775354794942
南昌_小铲滩,153090,1680,3189.375,36,12,0.75,1.0,0.29927506019488426
北海_德清,3021,40,3021.9,1,0,1.0,1.0,0.2989219948278786
丹东_重庆,16940,80,4235.175,0,4,0.0,1.0,0.2982504954471402
威海_海口,65677,500,4691.25,11,3,0.7857142857142857,0.43,0.29805636782283323
小榄_营口,799959,21400,1431.0542039355983,511,48,0.9141323792486584,0.89,0.2978655327258718
泰州_钦州,17854,240,2975.7000000000007,6,0,1.0,1.0,0.297822803889913
寿光_马尾,2992,40,2992.5,1,0,1.0,1.0,0.2977640857953338
锦州_泸州,47166,200,4716.6,0,10,0.0,0.8,0.29734348409439587
日照_上海,14831,200,2966.25,5,0,1.0,1.0,0.29730654276395974
小铲滩_日照,639124,21160,1164.1612021857925,509,40,0.9271402550091076,0.99,0.29727176861973587
泉州_泸州,8425,40,4212.6,0,2,0.0,1.0,0.2972173106459437
南京_海口,500129,6460,2703.4037837837905,138,47,0.745945945945946,1.0,0.297155313109043
漳州_泸州,66950,320,4184.3812499999985,0,16,0.0,1.0,0.2971144573026175
泰州_台山,2975,40,2975.7,1,0,1.0,1.0,0.29710242349102245
泰州_勒流,2975,40,2975.7,1,0,1.0,1.0,0.29710242349102245
泰州_高明,2975,40,2975.7,1,0,1.0,1.0,0.29710242349102245
三水_广利港,2970,40,2970.45,1,0,1.0,1.0,0.2968956540209252
南京_双水小冈,5930,80,2965.2,2,0,1.0,1.0,0.29683296063060605
南京_石龙,2965,40,2965.2,1,0,1.0,1.0,0.2966888845508279
大连_重庆,1323402,7600,3491.8262532981544,1,378,0.0026385224274406327,1.0,0.29618849226339206
烟台_重庆,103556,500,4142.25,0,25,0.0,1.0,0.29610347466408826
宿迁_乐平,5880,80,2940.0,2,0,1.0,1.0,0.29584046717413903
海口_大麦屿,5880,80,2940.0,2,0,1.0,1.0,0.29584046717413903
茂名水东_龙门,14632,200,2926.56,5,0,1.0,1.0,0.2957433655700243
宁波_北海,11684,160,2921.1,4,0,1.0,1.0,0.295384249241345
镇江_乐平,8769,120,2923.1999999999994,3,0,1.0,1.0,0.2953228809496058
宁波_铁山,34633,480,2886.099999999999,12,0,1.0,1.0,0.2951583947455878
德清_小榄,5842,80,2921.1,2,0,1.0,1.0,0.29509609708178874
镇江_勒流,2923,40,2923.2,1,0,1.0,1.0,0.2950347287900496
镇江_新会新港,8747,120,2915.85,3,0,1.0,1.0,0.2950334036914696
德清_白坭,2921,40,2921.1,1,0,1.0,1.0,0.2949520210020107
长兴_顺德新港,2921,40,2921.1,1,0,1.0,1.0,0.2949520210020107
宜兴_中山,2921,40,2921.1,1,0,1.0,1.0,0.2949520210020107
镇江_贵港,9979,100,3326.4,2,1,0.6666666666666666,1.0,0.2949307382131885
张家港_高明,5818,80,2909.025,2,0,1.0,1.0,0.294620527300565
寿光_南沙,271678,2740,3196.212352941177,52,33,0.611764705882353,0.98,0.294614127842413
泸州_马尾,41632,280,3784.7727272727284,3,8,0.2727272727272727,1.0,0.2944864804886842
秦皇岛_外沙,11145,80,3715.25,1,2,0.3333333333333333,1.0,0.29397342559183864
营口_湛江,2143412,20620,2588.662137681161,203,625,0.2451690821256039,0.75,0.29392642893782556
烟台_花都（炭步）,9891,100,3297.0,2,1,0.6666666666666666,1.0,0.2937728291806436
茂名水东_宜兴,64251,760,3059.599999999999,17,4,0.8095238095238095,1.0,0.29374302312534495
泰州_三埠,8604,120,2868.25,3,0,1.0,1.0,0.2931586938292542
海口_德清,5739,80,2869.65,2,0,1.0,1.0,0.29306975627483534
连云港_洋浦港,53039,680,3119.982352941176,17,0,1.0,0.88,0.2929101523221458
泰州_顺乐,2863,40,2863.35,1,0,1.0,1.0,0.2926775568309405
新港_外沙,34344,340,3816.050000000001,8,1,0.8888888888888888,0.67,0.29238489393626427
蚌埠_双水小冈,14175,200,2835.0,5,0,1.0,1.0,0.29213730601152754
厦门_重庆,2005400,14600,2747.123630136954,0,730,0.0,1.0,0.29194371369723326
宁波_洋浦港,455605,7180,2397.9236842105192,169,21,0.8894736842105263,0.97,0.2916479004696536
威海_福清,483653,3600,4788.644554455446,79,22,0.7821782178217822,0.22,0.2915712626137012
常州_海口,30286,360,3365.133333333333,9,0,1.0,0.78,0.29126273193335284
寿光_泉州,8452,120,2817.5,3,0,1.0,1.0,0.2911599222849804
镇江_南沙,16804,240,2800.7000000000007,6,0,1.0,1.0,0.29093048822000334
海安_黄埔旧港,2818,40,2818.2,1,0,1.0,1.0,0.29089933938810386
乍浦_小铲滩,36021,520,2770.8692307692304,13,0,1.0,1.0,0.2907641460457947
营口_重庆,1698012,8240,4298.766721518991,17,378,0.043037974683544304,0.59,0.2906231996840751
新港_湛江,2181234,27140,2459.1142051860197,470,417,0.5298759864712514,0.4,0.2906203840920507
南沙_威海,5600,80,2800.35,2,0,1.0,1.0,0.29034039926955113
德清_中山,11159,160,2789.85,4,0,1.0,1.0,0.29021501248891274
珠海（高栏）_威海,2798,40,2798.25,1,0,1.0,1.0,0.29011361540173414
紫金村_常州,8344,120,2781.4500000000007,3,0,1.0,1.0,0.289740105256979
黄骅_乌冲口,5569,80,2784.6,2,0,1.0,1.0,0.28972009085925926
南通_北海,9531,100,3177.3,2,1,0.6666666666666666,1.0,0.2890584852624255
锦州_宁波,2705587,35680,1812.1818486269074,291,1202,0.19490957803081044,0.49,0.2887570481402758
威海_深圳（大铲湾）,131313,1160,4103.531250000001,26,6,0.8125,0.53,0.28873830513845944
宁德_宜宾,156744,800,3918.600000000003,0,40,0.0,1.0,0.2883756658362796
德清_汕头,5474,80,2737.35,2,0,1.0,1.0,0.28785916562838365
长兴_深圳（大铲湾）,170605,2760,2472.5369565217416,69,0,1.0,1.0,0.2870826910354498
上海_石龙,5422,80,2711.1,2,0,1.0,1.0,0.28682531827789726
德清_珠海（高栏）,2711,40,2711.1,1,0,1.0,1.0,0.28668124219811914
营口_温州,1276152,11260,4103.383118971058,252,59,0.8102893890675241,0.15,0.2864342455007573
张家港_新会新港,5390,80,2695.35,2,0,1.0,1.0,0.28620500986760533
日照_肇庆（新港）,19938,220,3323.0750000000007,5,1,0.8333333333333334,0.83,0.28607701245479455
秦皇岛_鱼珠,159655,2020,3070.300961538463,49,3,0.9423076923076924,0.81,0.28587117008390694
重庆_营口,238780,2320,3270.9671917808223,43,30,0.589041095890411,0.89,0.28580615554276917
营口_涪陵,44131,200,4413.15,0,10,0.0,0.8,0.28539220872277254
马鞍山_鹤山,49515,760,2606.0999999999995,19,0,1.0,1.0,0.28513922223217913
肇庆（新港）_长兴,10609,160,2652.3,4,0,1.0,1.0,0.28479765237236376
黄骅_南沙,1599265,20360,2121.041777188345,264,490,0.35013262599469497,0.8,0.28474909329020043
黄埔旧港_重庆,5231,40,5231.52,1,0,1.0,0.0,0.28444712940242556
小铲滩_海安,10537,160,2634.45,4,0,1.0,1.0,0.28409463617403297
小铲滩_南京,5268,80,2634.45,2,0,1.0,1.0,0.28380648401447683
小铲滩_苏州,2634,40,2634.45,1,0,1.0,1.0,0.2836624079346987
小铲滩_淮安,2634,40,2634.45,1,0,1.0,1.0,0.2836624079346987
湛江_重庆,361567,1960,3689.464285714286,0,98,0.0,1.0,0.28352943972637373
海口_马尾,5250,80,2625.0,2,0,1.0,1.0,0.2834342989683017
徐州_南沙,2625,40,2625.0,1,0,1.0,1.0,0.28329022288852357
海口_汕头,2625,40,2625.0,1,0,1.0,1.0,0.28329022288852357
大丰_顺德新港,13041,200,2608.2,5,0,1.0,1.0,0.28320486490332464
寿光_博罗,6466,60,3233.475000000001,1,1,0.5,1.0,0.2830268425126884
岳阳_大连,139755,2140,2541.0,52,3,0.9454545454545454,0.98,0.28286499646440816
龙口_福清,7801,120,2600.5,3,0,1.0,1.0,0.28261345085429246
马鞍山_虎门,20638,320,2579.85,8,0,1.0,1.0,0.28252053800413357
福鼎_小铲滩,7784,120,2594.9,3,0,1.0,1.0,0.2823928967528553
乍浦_乐从,12925,200,2585.1,5,0,1.0,1.0,0.2822950792348966
乍浦_顺德新港,30706,480,2558.8499999999995,12,0,1.0,1.0,0.2822697644428568
泸州_宁德,3832,20,3832.5,0,1,0.0,1.0,0.282175162971011
乍浦_三水,7755,120,2585.1,3,0,1.0,1.0,0.28200692707534036
乍浦_惠州,7755,120,2585.1,3,0,1.0,1.0,0.28200692707534036
乍浦_鱼珠,5170,80,2585.1,2,0,1.0,1.0,0.2818628509955623
青岛_石龙,31955,380,3195.57,9,1,0.9,0.8,0.28182657557681073
乍浦_九江（顺德）,2585,40,2585.1,1,0,1.0,1.0,0.28171877491578423
乍浦_花都（炭步）,2585,40,2585.1,1,0,1.0,1.0,0.28171877491578423
嘉兴_珠海（高栏）,5162,80,2581.425,2,0,1.0,1.0,0.28171811236649424
新港_长沙,109224,1020,3523.3596774193543,20,11,0.6451612903225806,0.77,0.28161151687786373
广利港_黄埔旧港,12723,120,3180.975,2,2,0.5,1.0,0.28117526193138265
紫金村_大连,340112,6340,2099.4620370370403,155,7,0.9567901234567902,0.98,0.2811540709549345
烟台_肇庆（三榕）,16525,180,3305.19,4,1,0.8,0.8,0.2805635417135517
董家口_宁波,5094,80,2547.3,2,0,1.0,1.0,0.28037411081086183
黄骅_小铲滩,2084733,22200,1898.6639344262603,12,1086,0.01092896174863388,0.94,0.28034301893300695
黄埔旧港_芜湖,27627,440,2511.6,11,0,1.0,1.0,0.28026476313220317
小铲滩_乐从,392445,9240,1698.9000000000049,231,0,1.0,1.0,0.2799535867123252
重庆_福清,48910,300,4075.89,3,9,0.25,0.75,0.279544528163168
龙口_中山,6288,60,3144.225,1,1,0.5,1.0,0.27951176152103446
营口_中山,1672254,16700,3311.3943564356427,330,175,0.6534653465346535,0.27,0.2793947349782519
龙口_龙通,24981,240,3122.6999999999994,4,4,0.5,1.0,0.279312349052637
秦皇岛_无锡,20047,240,3341.275,6,0,1.0,0.67,0.2787258513243541
乍浦_勒流,14880,240,2480.1,6,0,1.0,1.0,0.27830376591272893
营口_鸦岗,2120891,19780,2460.431380510448,127,735,0.14733178654292342,0.72,0.27805061379995527
重庆_马尾,3727,20,3727.5,0,1,0.0,1.0,0.2780397735690652
芜湖_高明,12379,200,2475.9,5,0,1.0,1.0,0.277994274256873
营口_鱼珠,1756853,19980,3277.7121268656824,463,73,0.8638059701492538,0.05,0.2777749646353684
马鞍山_新会新港,79624,920,2843.7375,18,10,0.6428571428571429,1.0,0.2777176560656239
董家口_万州,3714,20,3714.9,0,1,0.0,1.0,0.27754352684083167
合肥_泉州,223519,3440,2377.870212765957,78,16,0.8297872340425532,1.0,0.2775312263581038
上海_贵港,14766,160,2953.2300000000005,3,2,0.6,1.0,0.2772096783983404
九江（江西）_小铲滩,68565,860,2856.875,19,5,0.7916666666666666,0.92,0.2771311007866049
青岛_万州,3701,20,3701.25,0,1,0.0,1.0,0.2770059262185787
董家口_重庆,7394,40,3697.05,0,2,0.0,1.0,0.27691254868239
董家口_福清,4914,80,2457.0,2,0,1.0,1.0,0.27681767592518847
蚌埠_海口,24360,240,3045.0,4,4,0.5,1.0,0.2762521608951972
龙通_乍浦,129499,2320,2232.752586206897,58,0,1.0,1.0,0.2760540280269169
营口_东江仓,2561722,25740,2992.666110981324,431,425,0.5035046728971962,0.11,0.2758748363802502
新港_珠海洪湾,95509,1160,3080.937096774193,27,4,0.8709677419354839,0.77,0.2756653133608885
梧州（李家庄）_常州,15715,220,2619.225,5,1,0.8333333333333334,1.0,0.275611118830418
龙口_汕头,42840,560,2677.5,12,4,0.75,1.0,0.2750809066266118
营口_乐平,316798,3080,3017.13,49,56,0.4666666666666667,0.91,0.27462891205818296
宁波_花都巴江,7188,120,2396.1,3,0,1.0,1.0,0.274563226151838
双水小冈_海口,151355,2680,2259.035820895523,67,0,1.0,0.96,0.27432586903235023
涪陵_汕头,3622,20,3622.5,0,1,0.0,1.0,0.2739043841671194
厦门_宜宾,7232,40,3616.2,0,2,0.0,1.0,0.27372829884289174
青岛_重庆,708226,6780,4070.264655172408,165,9,0.9482758620689656,0.13,0.2736695076848928
岳阳_海口,109840,1440,2679.0365853658536,31,10,0.7560975609756098,0.95,0.2735324397388316
上海_湛江,5971,60,2985.675,1,1,0.5,1.0,0.27326732352409633
漳州_宜宾,3605,20,3605.7,0,1,0.0,1.0,0.27324272186280807
烟台_珠海洪湾,77958,920,3389.4913043478264,23,0,1.0,0.57,0.27292412748059136
顺德新港_洋浦港,27816,480,2318.05,12,0,1.0,1.0,0.2727859380810612
安吉_泸州,4935,40,4935.0,1,0,1.0,0.0,0.2727687897313306
重庆_汕头,8505,60,4252.5,1,1,0.5,0.5,0.27241079665857215
新港_龙通,1249953,14900,2614.965690376574,267,211,0.5585774058577406,0.58,0.27233615056817834
如皋_汕头,2345,40,2345.7,1,0,1.0,1.0,0.2722900870793478
烟台_九江（顺德）,23984,280,3426.3,7,0,1.0,0.57,0.27206860820318407
江阴_小铲滩,60502,560,3025.1025,8,12,0.4,1.0,0.2717611132417532
董家口_小铲滩,46966,600,3131.099999999999,15,0,1.0,0.67,0.2717448649227956
烟台_上海,968183,41220,823.986168510633,886,289,0.7540425531914894,0.24,0.27159069594805235
高明_江阴,2325,40,2325.75,1,0,1.0,1.0,0.2715043630929781
大连_长沙,49507,280,3536.25,0,14,0.0,1.0,0.2714439516769359
北海_嘉兴,4636,80,2318.4,2,0,1.0,1.0,0.27135896191462
龙口_德庆,15250,140,3050.04,2,3,0.4,1.0,0.2712304693870453
青岛_阳江,55648,580,3478.059375,13,3,0.8125,0.62,0.2711502042379611
德清_虎门,58664,880,2444.3562499999994,20,4,0.8333333333333334,1.0,0.27110122771359946
