,before_days,average_count
0,0,488.81388888888887
1,1,1223.1333333333332
2,2,1137.3833333333332
3,3,974.3222222222222
4,4,708.1489130434783
5,5,583.2750000000001
6,6,1261.3734848484846
7,7,464.5083333333333
8,8,451.3833333333333
9,9,544.7007575757575
10,10,82.54166666666667
