,before_days,average_count
0,0,0.0
1,1,0.0
2,2,397.6
3,3,7402.53642433955
4,4,7414.28121937322
5,5,267.848717948718
6,6,3287.585
7,7,2581.5669444444447
8,8,717.5
9,9,270.6666666666667
10,11,192.5
11,12,213.5
