,before_days,average_count
0,0,161.70000000000002
1,1,723.1411764705882
2,2,489.60882352941167
3,3,360.8294117647059
4,4,221.61176470588234
5,5,221.61176470588234
6,6,196.16470588235296
7,7,85.35882352941175
8,8,85.35882352941177
9,9,110.80588235294118
10,11,85.35882352941177
