,before_days,average_count
0,0,0.0
1,1,184.08409090909092
2,2,316.9090909090909
3,3,619.6431818181818
4,4,583.9909090909091
5,5,1123.6909090909091
6,6,630.0
7,7,801.0545454545453
8,8,113.35227272727273
9,9,226.37045454545452
10,10,212.0522727272727
11,11,178.40454545454546
12,12,179.83636363636361
13,15,14.843181818181819
