,before_days,average_count
0,-7,0.0
1,-6,0.0
2,-5,0.0
3,-4,0.0
4,-3,0.0
5,-2,0.0
6,-1,533.1223140495867
7,0,860.9999999999999
8,1,0.0
9,2,596.0181818181818
10,3,1787.772287390029
11,4,1409.7625668449195
12,5,1773.068181818181
13,6,1517.7055785123966
14,7,651.1909090909091
15,8,518.2227272727275
16,9,1428.6563528605013
17,10,710.5477272727271
18,11,712.5936654878303
19,12,175.827272727273
20,13,342.5863636363641
21,15,330.75
22,17,178.21363636363637
23,20,166.75909090909116
