,before_days,average_count
0,0,1552.0372844827587
1,1,1622.0297413793105
2,2,2314.6743103448275
3,3,1216.3706896551723
4,4,1882.8918103448277
5,5,477.7137931034483
6,6,927.0775862068965
7,7,1801.5525862068966
8,8,1225.889655172414
9,9,494.58620689655174
10,10,72.77586206896552
11,16,76.21551724137932
12,18,76.03448275862068
