,before_days,average_count
0,0,0.0
1,1,76.65000000000002
2,2,235.2
3,3,-131.64374999999995
4,4,50.00624999999999
5,5,3.281250000000007
6,6,215.51249999999996
7,7,241.36875000000003
8,8,343.34999999999997
9,9,-33.99374999999995
10,10,284.15625
11,12,118.25625000000004
