,before_days,average_count
0,0,0.0
1,1,0.0
2,2,567.2863636363636
3,3,1761.709090909091
4,4,2546.5602272727274
5,5,4034.1477272727275
6,6,2483.3454545454547
7,7,737.0761363636365
8,8,4920.777272727273
9,9,1194.7759090909092
10,10,192.62727272727273
11,11,2039.3863636363637
12,12,970.2954545454545
13,13,486.15
14,14,835.0363636363637
15,15,785.4954545454547
16,17,196.9772727272728
17,18,245.79545454545453
18,19,225.27272727272728
