DIRECTION,REVENUE,SALES_VOLUME,FREIGHT_RATE,NUM_40,NUM_20
新港湛江,2181234,27140,2459.11420518602,470,417
镇江黄埔旧港,508947,13480,1161.9808219178083,236,202
南京虎门,105757,1820,1410.0939999999998,16,59
小塘西宁德,41491,920,901.9956521739131,0,46
紫金村新港,246895,4940,1159.1359154929578,34,179
曹妃甸铜陵,211902,2360,1795.784745762712,0,118
锦州长沙,391682,2760,2838.2793478260874,0,138
深圳（大铲湾）温州,20580,320,1286.25,0,16
龙通海口,479469,9960,1271.8034482758621,121,256
石龙营口,24331,920,640.3065789473684,8,30
秦皇岛湛江,201292,2400,2548.0044303797467,41,38
钦州洋浦港,326713,12940,508.1085536547434,4,639
四会永泰营口,32001,1080,592.6277777777776,0,54
铁山连云港,144974,6060,480.04817880794695,1,301
福清顺德新港,6429,5360,24.17171052631579,2,264
洋浦港重庆,117699,3180,740.25,0,159
梧州（李家庄）南京,9936,140,1419.45,0,7
营口铁山,309801,2960,2093.253040540541,0,148
唐山珠海（高栏）,48854,580,1684.6344827586202,0,29
肇庆（三榕）日照,12627,7140,46.423897058823535,85,187
钦州宜兴,113710,3660,621.3704918032788,0,183
新港双水小冈,48451,500,2422.5600000000004,5,15
赤水营口,41755,820,1018.4231707317075,0,41
泉州南沙,49733,2000,672.0709459459459,26,48
锦州江阴,508134,7580,1392.1504109589039,14,351
张家港烟台,13156,1140,230.81578947368422,0,57
锦州小塘西,64155,700,1944.090909090909,2,31
漳州上海,-48108,4700,-204.7187234042554,0,235
珠海（高栏）太仓,399345,22880,417.28904702194353,187,770
防城新港,26962,2300,234.46043478260867,0,115
鹤山营口,-130567,12240,-213.69476268412438,1,610
肇庆（三榕）成都,5348,120,891.4499999999999,0,6
海口深圳（大铲湾）,19299,4280,118.39877300613497,51,112
汕头秦皇岛,-523,760,-18.067241379310346,9,20
营口泰州,593502,7720,1545.578125,2,382
营口南通,816890,10640,1550.0769449715372,5,522
贵港合肥,113767,1220,1865.0409836065571,0,61
大连南沙,685580,7960,2942.4064377682403,165,68
盘锦龙通,506045,5680,1781.8500000000004,0,284
新港小榄,137719,1720,2295.3174999999997,26,34
勒流防城,45847,860,1066.2139534883722,0,43
锦州惠州,212955,1940,2241.6394736842108,2,93
秦皇岛南沙,984362,13200,2343.7200000000003,240,180
荆州嘉兴,45045,500,1801.8,0,25
黄骅铁山,527039,5740,1842.7940559440558,1,285
青岛马尾,100903,2560,800.8249999999999,2,124
清远清新泉州,48070,4820,199.46078838174273,0,241
大连新会新港,160800,1520,2330.4369565217394,7,62
南昌成都,31500,1000,630.0,0,50
宁波深圳（大铲湾）,330082,8240,1195.95,136,140
营口梧州（李家庄）,369653,2960,2738.174444444444,13,122
高明新港,76115,23860,64.55941475826972,14,1165
福清乍浦,100857,9280,432.86587982832606,231,2
福清九江（顺德）,-218592,17680,-247.27713800904976,0,884
梧州（李家庄）新港,290488,7460,825.2522727272727,21,331
梧州（李家庄）连云港,201039,4040,1175.6684210526316,31,140
营口贵港苏湾,594499,4920,2416.6646341463415,0,246
龙口江阴,84894,820,2070.6000000000004,0,41
福清新港,17304,4360,117.71571428571428,71,76
深圳（大铲湾）营口,211746,8880,889.6897058823529,206,32
威海深圳（大铲湾）,131313,1160,4103.53125,26,6
营口芜湖,241304,2560,1885.19296875,0,128
中山唐山,252851,8020,633.7131578947368,2,397
花都巴江新港,21035,1720,253.4421686746988,3,80
新港铁山,1965747,23160,1697.5362694300518,0,1158
寿光虎门,89426,760,2630.188235294118,4,30
大连张家港,219327,2300,1923.9223684210526,1,113
泉州如皋,16877,940,359.1,0,47
合肥泉州,223519,3440,2377.870212765957,78,16
镇江泉州,36112,800,1719.6499999999996,19,2
江阴宜宾,153300,1100,2787.2727272727275,0,55
烟台黄埔旧港,1024444,12060,2480.49406779661,190,223
大连泉州,648793,9820,2605.598192771084,242,7
乐平小铲滩,9145,200,914.55,0,10
唐山铁山,496087,5440,1823.8500000000004,0,272
鹤山新港,-85198,6580,-258.9606382978723,0,329
泰州虎门,128740,1860,1813.2464788732395,22,49
连云港肇庆（新港）,29361,380,2097.2249999999995,5,9
紫金村宁波,215708,5760,759.5382042253523,4,280
漳州太仓,14604,560,521.5875000000001,0,28
漳州新港,11920,8440,35.79774774774775,89,244
大连重庆,1323402,7600,3491.826253298153,1,378
营口太仓,1383467,21080,1584.7275945017182,181,692
宿迁湛江,14857,140,2122.5,0,7
海口秦皇岛,163800,3700,890.2173913043479,1,183
海口鸦岗,11014,3880,57.0699481865285,1,192
镇江虎门,365613,9320,1035.7313031161473,113,240
芜湖虎门,155113,7440,633.1157142857144,127,118
中山营口,96059,3880,631.96875,42,110
上海九江（江西）,9870,200,1410.0,3,4
新港小塘西,59035,560,2186.488888888889,1,26
青岛庙沙围,180405,4000,1804.0575,100,0
连云港梧州（李家庄）,45778,420,2179.9499999999994,0,21
潍坊深圳（大铲湾）,32854,380,2190.3000000000006,4,11
常熟武汉,30240,660,916.3636363636364,0,33
日照南沙,612720,5820,3647.1437500000006,123,45
小铲滩厦门,182114,4380,871.3593301435407,10,199
塘源太仓,8825,200,882.525,0,10
小塘西宁波,13385,460,637.4000000000001,2,19
盘锦江阴,31935,340,1878.5735294117646,0,17
江门亚太上海,-24696,7560,-106.44827586206898,146,86
珠海（高栏）镇江,30807,2020,334.86542934782614,9,83
钦州南昌,518998,8560,1212.61261682243,0,428
湛江重庆,361567,1960,3689.464285714286,0,98
桂平新龙外沙,35066,260,2697.45,0,13
常熟重庆,966787,10660,3620.9269662921347,266,1
丹东上海,3675,80,918.75,0,4
莱州黄埔旧港,448410,4020,2230.9000000000005,0,201
福清高明,103322,3560,993.4817307692307,74,30
汕头南通,6368,200,707.5833333333334,1,8
南京海口,500129,6460,2703.403783783784,138,47
营口顺乐,272335,2720,2161.3916666666664,10,116
漳州九江（江西）,114107,5640,404.63723404255325,0,282
高明营口,247470,24240,207.95823529411769,22,1168
锦州阳江,544236,4320,2555.0985915492965,3,210
高明日照,-28968,14400,-41.801515151515154,27,666
张家港黄埔旧港,400605,10060,1267.738765822785,187,129
龙口贵港,99430,720,2840.8800000000006,1,34
小铲滩钦州,-57149,4660,-245.27639484978542,0,233
紫金村泉州,95071,2220,856.4972972972969,0,111
淮安虎门,55520,780,1500.5635135135135,2,35
乍浦中山,61467,1600,1536.675,40,0
营口青岛,177941,3620,988.5633333333335,1,179
寿光南沙,271678,2740,3196.2123529411756,52,33
湛江如皋,94598,2440,775.3991803278692,0,122
泉州鱼珠,52491,1880,860.5180327868852,33,28
海口营口,79688,2880,569.2049999999999,4,136
洋浦港清远清新,52783,2200,959.6999999999996,55,0
石龙连云港,-37551,4840,-157.1177824267782,3,236
秦皇岛防城,26727,180,2969.75,0,9
南庄锦州,79056,2720,581.2985294117648,0,136
镇江乐平,8769,120,2923.1999999999994,3,0
神湾唐山,31157,620,1005.0870967741938,0,31
连云港小铲滩,85984,1000,2097.182926829268,9,32
唐山珠海洪湾,264915,3000,1766.1000000000004,0,150
绍兴营口,33600,1280,525.0,0,64
宜兴厦门,182708,4920,745.7485714285714,1,244
武汉江阴,20580,340,1210.5882352941176,0,17
锦州青岛,50232,920,1092.0,0,46
珠海（高栏）常州,97963,10480,186.95249999999996,0,524
青岛龙通,569305,12520,1725.169090909091,296,34
罗源青岛,90909,1560,1165.5,0,78
紫金村连云港,231820,4120,1505.325,52,102
新港三水,874215,11720,1525.6811518324605,13,560
新港四会,1342878,16820,1602.480429594272,3,835
新港博罗,377428,5000,2073.784615384616,68,114
黄骅花都（炭步）,242800,2680,1825.5710526315793,1,132
海安惠州,20059,240,3343.2000000000003,6,0
日照小铲滩,690651,8940,1846.660828877005,73,301
武林厦门,149787,2060,1454.2500000000002,0,103
南昌大连,60595,1080,1782.2205882352941,20,14
营口长沙,2023158,14700,2752.597142857143,0,735
花都（炭步）新港,56031,3560,314.78174157303374,0,178
博罗黄骅,16483,440,749.2704545454545,0,22
马尾营口,21134,1760,384.26181818181806,33,22
青岛深圳（大铲湾）,889258,26760,1270.3695,638,62
新港顺德新港,722492,6980,2449.126779661017,54,241
云浮新港,104524,4240,493.0393867924527,0,212
花都巴江宁波,59837,1960,767.1461538461539,20,58
九江（江西）泉州,35490,480,1478.75,0,24
日照鱼珠,101552,2120,1880.608333333333,52,2
盘锦荆州,48499,440,2204.5227272727275,0,22
云浮连云港,81,340,4.817647058823532,0,17
龙通秦皇岛,51326,3540,301.91823529411766,7,163
南昌秦皇岛,22102,340,1300.1470588235295,0,17
黄骅南庄,51722,580,1783.5517241379307,0,29
营口新沙,3870882,44820,3119.1641821112007,1000,241
泰州新港,17936,760,597.8700000000001,8,22
锦州常州,423131,6440,1434.3427118644065,27,268
淮安双水小冈,55044,880,1251.0034090909091,0,44
中山新港,170690,7600,669.3729411764706,125,130
马尾上海,5217,2640,77.8723880597015,65,2
梧州（李家庄）秦皇岛,29564,580,1970.9900000000007,14,1
福清汕头,50011,4000,500.115,100,0
德庆珠海（高栏）,105697,8060,262.2759305210918,0,403
三埠洋浦港,86864,1440,1206.45,0,72
海口烟台,-4420,4440,-19.912162162162154,0,222
上海芜湖,29085,500,2077.5,11,3
神湾宁波,32892,1500,865.586842105263,37,1
鄂尔多斯厦门,61656,1000,1233.12,0,50
新港桂平新龙,1058434,11020,1920.9340290381124,0,551
高明上海,29824,2160,276.1500000000001,0,108
新港中山,132343,1460,2205.7174999999997,13,47
池州连云港,14700,400,735.0,0,20
顺德新港连云港,5756,2740,82.22999999999996,67,3
防城乍浦,128377,5940,432.24646464646463,0,297
新港芜湖,64209,560,2378.1333333333337,1,26
镇江新港,41153,1720,643.0265625,22,42
博罗大连,57153,1360,840.4941176470589,0,68
清远清新海口,54565,1140,957.286842105263,0,57
日照中山,173899,2220,1792.7829896907215,14,83
泉州曹妃甸,-31805,1740,-365.58103448275864,0,87
烟台湛江,86161,780,2692.5609375000004,7,25
乍浦茂名水东,18517,200,2314.725,2,6
黄骅惠州,19880,220,2208.9666666666662,2,7
新港黄埔旧港,1864735,25000,2895.5527173913047,606,38
新港扬州,126787,2100,1207.5,0,105
青岛泉州,76678,1880,861.5544943820225,5,84
武汉泉州,462693,4940,1880.8658536585365,1,245
武汉丹东,14227,520,547.2115384615385,0,26
长沙常熟,99750,1520,2625.0,38,0
南庄泉州,1797,240,149.79999999999998,0,12
漳州三水,4504,200,450.45,0,10
武汉厦门,102270,1160,1929.622641509434,5,48
龙通营口,149890,6880,717.1801435406696,135,74
太仓烟台,31575,940,1052.5200000000002,17,13
福清小铲滩,60558,1780,961.2500000000001,26,37
高明连云港,231,10720,0.4408396946564916,12,512
唐山清远清新,208513,2240,1861.7249999999997,0,112
宿迁梧州（李家庄）,10132,100,2026.5,0,5
高明淮安,23899,1140,419.2815789473685,0,57
连云港武林,275134,2960,1859.0179054054056,0,148
丹东神湾,105619,1400,1508.8500000000006,0,70
泉州三水,61956,3260,380.0999999999999,0,163
威海洋浦港,13427,160,3356.85,4,0
营口绍兴,696953,5800,2403.2870689655174,0,290
阳江营口,260154,4900,1061.8542857142857,0,245
威海小铲滩,21600,220,3085.7999999999997,4,3
三埠日照,12968,4800,93.97500000000002,102,36
宿迁厦门,19320,240,1610.0,0,12
泉州海口,520867,10980,1144.763076923077,94,361
营口惠州,1276216,10300,2686.7726052631574,40,435
徐州珠海（高栏）,7770,140,1110.0,0,7
南庄营口,428419,16180,529.5673053152041,0,809
大连温州,29643,340,2964.3599999999997,7,3
钦州龙通,13463,280,961.6500000000002,0,14
青岛嘉兴,76146,1400,1087.8000000000002,0,70
唐山花都（炭步）,120418,1160,2076.175862068966,0,58
小塘西防城,165225,3100,1065.973548387097,0,155
镇江珠海（高栏）,100789,2160,997.9158415841581,7,94
黄埔旧港镇江,2583,400,129.15000000000003,0,20
南庄新港,117863,8660,272.20219399538104,0,433
高明唐山,58004,4340,267.3,0,217
烟台宁波,130404,1600,1917.7169117647059,12,56
锦州宜昌,408328,4820,1694.3078838174274,0,241
张家港新港,22472,1820,261.303488372093,5,81
董家口庙沙围,429387,10160,1690.5,254,0
三水唐山,11957,880,271.75909090909096,0,44
石龙秦皇岛,23310,880,555.0,2,40
呼和浩特肇庆（三榕）,135933,1440,1887.9583333333333,0,72
福清营口,97707,11600,223.58608695652174,143,294
虎门太仓,76078,2320,1086.8400000000001,46,24
营口宜昌,477708,4680,2201.4193548387098,17,200
常德汕头,108570,880,2467.5,0,44
常德海口,19372,180,2152.5,0,9
虎门重庆,104594,560,3735.525,0,28
阳江海口,106075,2040,1128.4595744680846,8,86
铁山上海,8442,500,337.68000000000006,0,25
珠海（高栏）鱼珠,-21936,6860,-63.95550000000002,0,343
宁波双水小冈,11881,260,913.9846153846155,0,13
厦门海口,145311,4840,772.9340425531915,54,134
营口江阴,346475,3980,2062.35625,31,137
张家港小榄,138144,3480,1587.8655172413792,87,0
镇江宜宾,978820,12120,1615.2153465346535,0,606
海口温州,17640,240,1470.0,0,12
淮安南沙,62790,740,1697.027027027027,0,37
宁德重庆,176809,1080,3274.2500000000005,0,54
日照云浮,316497,4400,1438.62409090909,0,220
李锦记新港,17390,3640,95.54999999999995,0,182
嘉兴锦州,315,20,315.0,0,1
清远清新洋浦港,1193,20,1193.85,0,1
黄骅嘉兴,2238,20,2238.6,0,1
防城上海,55790,3680,303.2103260869565,0,184
太仓岳阳,323946,6720,1928.2514999999999,168,0
泰州营口,-3507,420,-167.0,0,21
顺乐太仓,9838,1060,307.453125,21,11
北海常州,13669,940,290.8500000000001,0,47
丹东太仓,153541,3240,947.7870370370371,0,162
钦州唐山,72549,1520,967.3300000000004,1,74
贵港唐山,101822,1840,1131.3633333333332,2,88
锦州东江仓,381564,4120,2051.423387096774,20,166
连云港中山,91879,1260,2187.6,21,21
宁德神湾,101875,2140,952.1046728971967,0,107
曹妃甸东江仓,3057,40,3057.6,1,0
唐山肇庆（三榕）,84298,940,1793.5787234042562,0,47
新港梧州（李家庄）,199395,1980,2523.987341772152,20,59
小铲滩乐从,392445,9240,1698.9,231,0
烟台龙通,140773,1680,2559.5181818181823,29,26
宜宾厦门,137392,1240,3522.8846153846152,23,16
高明海口,74912,3300,454.01363636363635,0,165
小铲滩鱼珠,18687,440,1698.9,11,0
张家口赤水,228690,4840,945.0,0,242
清远清新小铲滩,26633,1040,918.3879310344828,23,6
南沙烟台,66526,2160,964.1462173913043,39,30
花都巴江乍浦,1533,100,306.6,0,5
三埠海口,134494,2520,1120.7875,6,114
珠海（高栏）青岛,13128,2900,168.3096153846153,67,11
锦州嘉兴,273156,3140,2038.4809701492534,23,111
防城唐山,70660,1260,1121.6000000000006,0,63
武林连云港,150570,4000,752.8500000000003,0,200
东江仓海口,35914,640,1122.31875,0,32
常州营口,-44431,2200,-411.40555555555557,2,106
唐山四会,166032,1860,1785.293548387097,0,93
双水小冈连云港,29108,700,909.628125,3,29
高明泰州,27224,1120,486.15000000000003,0,56
三水海口,34235,580,1180.5258620689656,0,29
厦门唐山,-6475,1160,-113.60263157894735,1,56
荆州黄埔旧港,45570,400,2278.5,0,20
三水新港,37699,1900,471.23999999999995,15,65
小塘西铁山,36264,680,1066.6147058823528,0,34
新港鸦岗,147706,1940,2637.6187500000005,41,15
马尾南庄,44735,5120,174.74707031249994,0,256
江门亚太新港,-18004,7240,-80.01933333333332,137,88
营口龙通,718816,7580,3558.4967821782184,177,25
肇庆（三榕）宁波,76379,2720,565.7711111111112,1,134
宜兴石龙,40897,820,997.5,0,41
曹妃甸九江（顺德）,18939,180,2104.433333333333,0,9
三水连云港,7803,2160,84.82173913043479,16,76
厦门云浮,1961,40,980.7,0,2
宜昌南通,17325,220,1575.0,0,11
唐山南鲲,632371,5460,2316.380769230769,0,273
营口常州,357162,4420,1684.7299528301887,9,203
烟台钦州,409857,3420,3332.170731707318,48,75
茂名水东唐山,6582,840,156.725,0,42
新港勒流,46950,560,3353.625,14,0
肇庆（三榕）大连,16759,340,985.8264705882352,0,17
镇江唐山,21945,760,577.5,0,38
泰州宜宾,47985,320,2999.0625,0,16
营口双水小冈,203395,2520,1627.164,1,124
营口黄石,314656,2920,2155.1825342465754,0,146
钦州海口,280753,11180,506.77472924187725,5,549
马尾新港,1403,740,38.99583333333333,1,35
日照黄埔旧港,60718,540,2529.93125,3,21
秦皇岛贵港,269143,3240,2803.5765625,66,30
锦州南庄,27993,320,1749.5625,0,16
南通泉州,113010,2420,991.3197368421054,7,107
福清石龙,54276,1700,638.5482352941176,0,85
新港鹏成,302072,3380,1808.8167664670657,2,165
小铲滩顺乐,95138,2240,1698.8999999999999,56,0
连云港顺乐,33941,300,2262.75,0,15
日照贵港,205859,2540,2573.248125,47,33
福清南通,3796,100,759.36,0,5
丹东长沙,199682,1420,2812.4323943661975,0,71
海口黄骅,117012,3940,774.9139072847682,46,105
威海汕头,93208,980,2273.378048780488,8,33
江门亚太镇江,11818,1940,231.74117647058821,46,5
青岛湛江,74186,1220,2181.961764705882,27,7
南庄洋浦港,54756,920,1190.357608695652,0,46
龙口南沙,260925,2500,2268.9130434782614,10,105
莱州小塘,29139,240,2428.2999999999997,0,12
阳江泰州,75555,2060,733.552427184466,0,103
高明太仓,27062,1960,276.1500000000001,0,98
福清小塘西,38683,2360,327.8224576271186,0,118
顺德新港大连,2871,100,574.35,0,5
唐山湛江,320008,3640,2882.9594594594596,71,40
泉州镇江,56082,2020,555.2732673267327,0,101
漳州宁波,-19700,1400,-307.8140625,6,58
青岛新会新港,196893,3480,2187.71,84,6
珠海（高栏）日照,-10787,4020,-64.59486826347307,34,133
武汉海口,241080,2160,2836.235294117647,23,62
大连花都巴江,13261,120,2210.25,0,6
宁波黄骅,0,2640,0.0,0,132
漳州花都（炭步）,1115,860,25.93255813953489,0,43
宁波清远清新,267768,3920,1380.2520618556703,2,192
赤水宁波,17194,440,781.5818181818183,0,22
丹东泰州,104370,1780,1172.6966292134832,0,89
宁德厦门,92332,1920,961.7999999999998,0,96
福清海口,118263,3360,985.5300000000001,48,72
梧州（李家庄）乍浦,289684,4240,1366.436320754717,0,212
贵港芜湖,37073,560,1324.0500000000004,0,28
营口小榄,56903,540,2709.7,6,15
福清东江仓,134877,7860,429.54764331210197,79,235
肇庆（三榕）合肥,26508,740,716.4405405405403,0,37
新港湛江海安,119692,1000,2393.853,0,50
南庄秦皇岛,14358,1300,220.9038461538462,0,65
台山营口,152213,5000,608.853,0,250
营口九江（江西）,714888,7120,2036.7188034188036,5,346
鸦岗新港,66850,2780,805.4259036144581,56,27
秦皇岛汕头,174935,1900,2429.65625,23,49
北海黄骅,57010,1760,647.8500000000001,0,88
秦皇岛花都巴江,403522,4480,1842.567808219178,5,214
中山乍浦,5418,160,677.25,0,8
三水重庆,10564,220,960.3681818181817,0,11
双水小冈曹妃甸,10985,600,366.17,0,30
洋浦港钦州,131108,5340,491.04213483146066,0,267
连云港贵港,398231,3480,2413.5236363636363,9,156
北海营口,10395,6320,32.89556962025316,0,316
博罗秦皇岛,8297,380,436.68947368421055,0,19
三埠新港,118247,7140,340.7719020172911,10,337
九江（江西）宜宾,172357,1340,2572.5,0,67
南通黄埔旧港,43411,680,2411.733333333333,16,2
洋浦港上海,11104,1600,154.23333333333335,8,64
宁德营口,92193,2860,743.4931451612905,19,105
大连鹤山,94762,920,2060.0543478260875,0,46
唐山乐平,262063,2940,1782.7428571428575,0,147
海口青岛,86548,3120,558.3764516129032,1,154
常熟黄埔旧港,90303,3240,564.3946874999999,2,158
赤水泉州,5470,160,683.8125,0,8
顺德新港新港,56178,3340,390.12604166666665,23,121
贵港新港,190523,3420,1237.165909090909,17,137
新港德清,230281,1980,2326.078787878788,0,99
海口安庆,97855,1840,1063.6499999999996,0,92
三埠唐山,5554,320,347.15625,0,16
芜湖营口,77385,3800,502.5,36,118
小榄防城,264150,4960,1065.1233870967744,0,248
梧州（李家庄）海口,50352,920,1144.3806818181818,2,42
南通昆明,227923,1960,4651.5,49,0
营口岳阳,638677,4860,2628.3012345679012,0,243
广利港海口,140805,1000,2816.1,0,50
肇庆（三榕）泉州,3417,620,110.24999999999997,0,31
连云港肇庆（三榕）,190848,2220,1719.3513513513512,0,111
烟台高明,141141,1320,2520.375,10,46
锦州长兴,111578,980,2324.546875,1,47
鱼珠连云港,20617,2440,322.153125,58,6
黄骅温州,333455,4760,2223.0389999999998,88,62
日照海口,355262,3620,2691.3806818181824,49,83
日照虎门,140284,1700,1845.8447368421055,9,67
锦州顺德新港,242590,2640,1851.8393129770989,1,130
涪陵中山,61425,360,3412.5,0,18
大连扬州,3696,80,924.0,0,4
烟台汕头,411117,5260,2362.7413793103447,89,85
铁山宜昌,118440,1200,1974.0,0,60
张家口四会,36120,860,840.0,0,43
大连钦州,30639,240,2785.3636363636365,1,10
宁波南沙,715850,14400,1590.7779999999998,270,180
呼和浩特鱼珠,36099,360,2005.5,0,18
黄埔旧港上海,20507,1040,427.24062499999997,4,44
上海合肥,6300,120,1050.0,0,6
营口南庄,144976,1440,2013.5645833333333,0,72
新港白坭,970849,10920,1794.547042513863,5,536
双水小冈泉州,-6157,440,-279.8727272727274,0,22
荆州新港,84000,1000,1680.0,0,50
淮安中山,103408,1540,1342.9636363636366,0,77
莱州紫金村,121592,980,2481.4714285714285,0,49
盘锦福清,288437,3680,1567.5929347826086,0,184
张家口南昌,110250,1400,1575.0,0,70
高明江阴,2325,40,2325.75,1,0
莱州阳江,139896,900,3108.816666666666,0,45
石龙海口,7722,140,1103.25,0,7
日照泉州,390360,5940,1374.5091549295773,13,271
高明洋浦港,8255,140,1179.3,0,7
小塘西营口,274626,10500,534.2927042801556,11,503
新港九江（顺德）,82694,740,2432.201470588235,3,31
青岛重庆,708226,6780,4070.264655172414,165,9
泸州绍兴,38220,260,2940.0,0,13
海口三埠,65488,2740,478.01824817518246,0,137
武汉湛江,32287,260,2483.653846153846,0,13
唐山新会新港,305061,3500,1763.3627167630061,2,171
花都巴江烟台,18296,700,538.125,1,33
漳州武林,18654,360,1036.3500000000001,0,18
营口合肥,307637,2920,2151.31048951049,3,140
泉州小铲滩,62128,1340,1018.4999999999999,6,55
清远清新马尾,13977,220,1270.6909090909091,0,11
福清鹤山,39808,1880,723.7936363636364,39,16
顺乐营口,110124,5100,514.5981308411215,41,173
新港虎门,1064348,13320,2158.9213995943205,173,320
黄骅黄埔旧港,83346,980,1894.2477272727274,5,39
新港漳州,88453,1660,1608.237272727273,28,27
锦州双水小冈,439448,5440,1615.6180147058822,0,272
深圳（大铲湾）曹妃甸,2561,400,128.09999999999997,0,20
九江（江西）烟台,630,60,210.0,0,3
秦皇岛黄埔旧港,600252,11000,2136.129715302491,269,12
锦州龙门,308559,3800,1623.9963157894736,0,190
扬州虎门,261064,4380,1706.3049019607843,66,87
镇江汕头,61460,1040,1463.35,10,32
三埠连云港,-106,4240,-0.6130057803468271,39,134
鹏成重庆,181074,840,4311.299999999999,0,42
连云港小塘,41494,500,1659.7980000000002,0,25
秦皇岛台山,36008,440,3273.518181818181,11,0
赤水曹妃甸,5744,80,1436.1374999999998,0,4
连云港南沙,177469,3720,1723.0092233009714,83,20
白坭营口,139609,4980,560.6789156626505,0,249
南庄淮安,-3906,420,-186.0,0,21
李锦记太仓,16858,8920,37.800000000000004,0,446
虎门乍浦,16888,340,993.4235294117648,0,17
营口三埠,316185,3240,1976.1590624999997,2,158
新港阳江,487466,3940,2512.7149484536085,3,191
新港惠州,339601,3020,2425.725,11,129
黄石赤水,5670,40,2835.0,0,2
常州海口,30286,360,3365.133333333333,9,0
张家港深圳（大铲湾）,47337,1500,1029.0684782608696,29,17
锦州泰州,200330,3120,1292.4551612903224,1,154
宜昌锦州,25935,520,997.5,0,26
厦门威海,15375,800,591.3519230769231,14,12
铁山太仓,1762,600,58.76499999999998,0,30
日照漳州,143024,2220,1906.996,36,39
南京双水小冈,5930,80,2965.2,2,0
深圳（大铲湾）成都,1499,40,749.7,0,2
盘锦花都巴江,306478,3440,1781.8500000000001,0,172
威海湛江,78233,800,2607.7800000000007,10,20
云浮唐山,6747,240,1124.55,6,0
宁波防城,443383,5740,1550.291958041958,1,285
昆明新港,4790,1160,82.58793103448278,0,58
营口扬州,145032,1700,1726.5749999999998,1,83
南京黄埔旧港,32458,520,1352.4437500000001,2,22
马尾阳江,47451,1120,847.3499999999998,0,56
黄埔旧港洋浦港,8703,180,967.0499999999998,0,9
锦州新会新港,403295,4120,2006.4455223880595,5,196
鹤山秦皇岛,-5676,1020,-111.3,0,51
营口安吉,765935,8320,1841.1901442307692,0,416
贵港营口,156666,2400,1535.9441176470598,18,84
宜宾新港,67200,640,2100.0,0,32
威海泉州,153559,2000,1785.5738372093024,14,72
日照高明,160364,1460,2324.121739130436,4,65
新港南昌,1418553,10760,3044.105472103005,72,394
唐山贵港,282829,2100,2719.5100961538456,1,103
鄂尔多斯常州,345983,3600,1922.13,0,180
黄骅湛江海安,112863,760,2970.0907894736847,0,38
营口如皋,131126,1620,1618.8407407407406,0,81
小榄新港,105260,4720,855.7756097560975,113,10
新港黄石,216617,1780,2433.9000000000005,0,89
武林宁德,144897,1640,1767.0475609756104,0,82
南京秦皇岛,6342,200,634.2,0,10
锦州南鲲,31167,240,2833.377272727273,1,10
福清湛江,28433,460,1292.454545454545,1,21
高明福清,688,20,688.8,0,1
烟台贵港,31322,260,2409.4269230769223,0,13
长兴深圳（大铲湾）,170605,2760,2472.5369565217393,69,0
重庆湛江,114660,780,2940.0,0,39
三水营口,73106,2760,549.6710526315787,5,128
福清四会,46316,3480,428.8569444444443,66,42
营口鹤山,50541,500,3158.859375,9,7
新港岳阳,659774,5000,2639.0994000000005,0,250
宁波黄埔旧港,70016,1700,1273.0200000000004,30,25
新港乐平,264229,3960,1467.940833333333,18,162
泸州宁波,32760,240,2730.0,0,12
龙通防城,108721,2040,1065.8941176470587,0,102
四会永泰新港,38515,2180,356.62083333333334,1,107
台山秦皇岛,9718,740,262.67027027027024,0,37
乍浦新会新港,71842,940,1670.7453488372098,4,39
防城日照,99720,2940,968.1611650485437,44,59
南通烟台,575,80,143.85000000000002,0,4
南京重庆,50610,380,2977.0588235294117,2,15
台山日照,-14874,1260,-236.09999999999994,0,63
锦州扬州,109581,1660,1320.254819277108,0,83
虎门钦州,17237,460,749.4717391304347,0,23
福清泉州,-105380,10320,-408.44999999999993,258,0
桂平新龙宁波,18771,200,1877.19,0,10
洋浦港南沙,19005,3880,99.50261780104712,3,188
绍兴烟台,-420,200,-42.0,0,10
厦门上海,41096,1360,805.8235294117645,17,34
唐山宁波,10416,140,1488.0000000000002,0,7
镇江营口,15996,960,355.4833333333333,3,42
庙沙围新港,-9317,1740,-107.10000000000002,0,87
南昌上海,93292,1480,1332.75,4,66
威海钦州,54045,340,6005.066666666667,8,1
龙口四会永泰,9433,80,2358.3,0,4
湛江宜昌,59133,580,2039.0999999999995,0,29
宜昌太仓,14700,200,1470.0,0,10
南庄小铲滩,68959,1880,733.6148936170213,0,94
烟台新沙,66511,560,2375.4000000000005,0,28
日照乐平,17982,260,1383.2538461538459,0,13
洋浦港鹏成,139444,11160,499.8000000000001,279,0
紫金村营口,90999,1740,1109.7475609756098,5,77
秦皇岛泰州,122056,1220,2000.9213114754095,0,61
莱州中山,157106,1480,2123.0574324324325,0,74
锦州赣州,191145,2020,1892.5262376237624,0,101
乐平海口,7685,260,591.2307692307692,0,13
花都巴江秦皇岛,16997,980,346.8857142857143,0,49
安庆惠州,29242,740,790.3378378378378,0,37
盘锦泰州,98280,1040,1890.0,0,52
烟台漳州,564047,8580,2238.283333333333,177,75
深圳（大铲湾）宜兴,20282,520,780.1096153846155,0,26
花都（炭步）连云港,15087,1080,279.39722222222224,0,54
台山宁波,112019,3580,625.8058659217877,0,179
张家口小塘,42000,1000,840.0,0,50
