DIRECTION,REVENUE,SALES_VOLUME,FREIGHT_RATE,NUM_40,NUM_20
龙口营口,123060,2000,1230.6000000000004,0,100
新港贵港,913962,7640,2672.40350877193,40,302
新港南沙,10633245,143140,2169.607223015711,2256,2645
威海马尾,79973,1100,1666.109375,7,41
安吉上海,794697,26120,1133.6629814550643,605,96
青岛阳江,55648,580,3478.059375,13,3
四会防城,1210770,22720,1065.8193221830986,0,1136
漳州南昌,191107,6420,595.3500000000001,0,321
厦门营口,38244,16040,72.70750950570341,276,250
曹妃甸乐从,180285,1640,2253.5625,2,78
荆州营口,1347748,20840,1305.9574418604652,10,1022
海口泉州,57979,16420,78.24554655870446,80,661
上海烟台,1663308,92340,622.2626745230078,1944,729
阳江上海,26552,820,647.619512195122,0,41
岳阳上海,196770,3660,1124.4,8,167
安庆海口,40038,460,1819.9363636363635,1,21
营口荆州,921721,7660,2412.8846073298428,1,381
营口鸦岗,2120891,19780,2460.431380510441,127,735
重庆常州,1031205,11300,1868.125,13,539
芜湖顺德新港,23030,220,2093.7000000000003,0,11
营口黄埔旧港,1861073,26260,2025.1072361262245,394,525
秦皇岛宁德,31334,360,1958.38125,2,14
黄骅常州,2676272,32820,1630.8790676416818,0,1641
泰州丹东,7024,220,638.5909090909091,0,11
白坭秦皇岛,148941,6840,435.5013157894737,0,342
惠州上海,80178,1660,966.0,0,83
营口贵港,1681704,14200,2765.9607730263156,102,506
张家口泉州,811125,21660,748.9612188365651,0,1083
营口珠海（高栏）,788508,10200,1756.1437082405344,61,388
鸦岗营口,1121603,25160,1736.2286377708974,612,34
湛江南昌,1016094,16900,1202.4786390532547,0,845
铁山曹妃甸,53000,6300,168.25666666666663,0,315
日照桂平新龙,502965,5440,1849.1387867647056,0,272
荆州汕头,195352,1560,2504.519230769231,0,78
江门亚太太仓,-4343,4340,-35.89958677685951,96,25
太仓营口,19217,2180,226.08476470588238,24,61
四会营口,197955,7500,585.6670118343195,37,301
锦州汕头,722707,6700,2628.0278181818185,60,215
营口东江仓,2561722,25740,2992.6661109813085,431,425
洋浦港铁山,292538,12280,476.4469055374593,0,614
宁德嘉兴,483217,6520,1482.2618098159512,0,326
营口日照,747461,13840,1080.1465317919076,0,692
宁波高明,98643,4480,516.4570680628271,33,158
营口威海,738899,17040,867.2531690140845,0,852
盘锦上海,92009,1120,1643.0249999999999,0,56
武汉烟台,411557,5700,2858.0348125,141,3
泰州福清,162301,2940,1104.0928571428572,0,147
乐从营口,2118002,51760,1615.562356979405,1277,34
新港宁波,410314,7820,1674.754285714286,146,99
营口漳州,3501564,43180,2004.3297939324557,412,1335
莱州新会新港,117919,980,2406.5142857142855,0,49
锦州宁波,2705587,35680,1812.1818486269256,291,1202
上海黄石,6300,120,1050.0,0,6
梧州（李家庄）广利港,268614,4620,1162.8318181818179,0,231
宜昌营口,1761477,26240,1342.589862804878,0,1312
梧州（李家庄）寿光,357768,6160,1161.5863636363636,0,308
塘源广利港,5340,80,1335.0749999999998,0,4
唐山鱼珠,102199,1320,2919.9900000000002,31,4
贵港乍浦,67113,880,1766.1552631578945,6,32
日照湛江海安,7030,60,2343.6,0,3
珠海（高栏）钦州,57934,1700,681.5858823529412,0,85
连云港花都（炭步）,71930,880,1844.3653846153845,5,34
营口福清,8520607,104760,1764.8317357083681,410,4418
宁波新会新港,141720,2260,1647.9139534883725,27,59
黄骅三埠,2451579,38520,1272.8867601246106,0,1926
湛江岳阳,641422,12020,1067.2594841930115,0,601
湛江宁波,257319,19440,447.51215478260866,397,178
泸州黄骅,873390,6820,2561.260997067449,0,341
丹东福清,94654,1040,1820.2759615384618,0,52
钦州南京,118551,6120,387.42254901960786,0,306
重庆小铲滩,448935,5080,1774.4501976284587,1,252
宜宾锦州,545580,5520,1976.7391304347825,0,276
泸州三水,18585,120,3097.5,0,6
宜宾小铲滩,139387,900,3097.5,0,45
湛江温州,181540,6120,1163.7234807692305,150,6
湛江新港,-120344,26760,-99.70557290803646,131,1076
万州泉州,246172,1540,3197.0454545454545,0,77
厦门珠海洪湾,-95,140,-13.650000000000002,0,7
钦州宁波,1247244,151440,250.5010243020687,2593,2386
丹东双水小冈,864120,8560,2018.973364485981,0,428
南昌营口,457317,8640,1104.6304347826087,18,396
芜湖阳江,192411,1980,1943.5499999999993,0,99
宁波小铲滩,150357,2460,2349.3421875,59,5
阳江宁波,715361,15700,913.6166666666668,2,781
湛江武汉,760203,15800,962.2824683544304,0,790
湛江南京,121078,4060,624.1184304123711,9,185
锦州泉州,1274139,14860,1804.7298866855524,37,669
绍兴泸州,157815,800,3945.375,0,40
钦州黄骅,369097,12660,583.0917061611375,0,633
桂平新龙嘉兴,76667,1220,1256.8500000000006,0,61
扬州营口,190214,29840,127.83256048387095,4,1484
荆州厦门,620812,6420,2597.541841004184,82,157
钦州盘锦,-94286,21660,-87.06080332409971,0,1083
营口花都巴江,659953,6220,2399.8303636363635,36,239
荆州锦州,97440,1160,1680.0,0,58
重庆虎门,238875,1520,3228.0405405405404,2,72
丹东武汉,6338,60,2112.9500000000003,0,3
营口钦州,7076760,72120,2263.114998401023,479,2648
锦州大麦屿,118995,1440,1652.7145833333334,0,72
钦州宜昌,66215,740,1789.597297297297,0,37
锦州海口,1759613,16240,2291.1628906250003,44,724
防城青岛,65247,2940,443.85714285714283,0,147
涪陵烟台,307125,3000,2047.5,0,150
泸州泉州,445725,3100,2894.318181818182,1,153
大丰虎门,784413,18480,1683.2896995708154,458,8
大丰黄埔旧港,286230,6320,1788.9375,156,4
小铲滩太仓,1039655,32020,1286.7022277227725,793,15
黄石营口,158340,6000,527.8,0,300
宜宾顺乐,315945,2040,3097.5,0,102
海口厦门,13588,420,754.8916666666668,3,15
南昌小铲滩,153090,1680,3189.375,36,12
博罗防城,183396,3440,1066.2566860465115,0,172
武汉高明,58117,540,2152.5,0,27
海口威海,-62056,21740,-57.089282428702845,0,1087
钦州秦皇岛,38256,2020,378.77970297029697,0,101
云浮三亚,397567,3960,2007.9181818181821,0,198
莱州乐平,309229,2560,2415.853125,0,128
湛江太仓,130197,4540,1103.3688305084747,109,9
湛江连云港,145448,4040,777.7972139037435,15,172
厦门重庆,2005400,14600,2747.123630136987,0,730
南京北海,34366,280,2454.75,0,14
武汉钦州,96484,800,2412.1125,0,40
铁山芜湖,361720,16300,443.8292024539877,0,815
芜湖湛江海安,170162,1200,2836.049999999999,0,60
钦州上海,101667,20800,97.85110683349373,1,1038
锦州新沙,999304,11520,2362.42304964539,153,270
新港乍浦,36870,400,3687.075,10,0
钦州日照,1901114,50820,1246.6322950819672,1016,509
威海厦门,689002,6280,3684.5061497326196,127,60
泸州南京,81795,740,2210.675675675676,0,37
泸州小铲滩,119700,720,3325.0,0,36
铁山潍坊,112153,4380,512.1171232876713,0,219
梧州（李家庄）营口,532551,11520,924.5687500000001,0,576
大连宁德,263016,2900,1813.9075862068964,0,145
合肥珠海（高栏）,29366,380,1545.5999999999997,0,19
湛江青岛,26459,1540,551.24453125,29,19
常熟宜昌,55440,480,2310.0,0,24
泸州营口,474967,5000,1915.1915322580646,2,246
铁山江阴,257305,5620,915.6784697508898,0,281
三水防城,792185,23800,665.7017647058823,0,1190
泉州南庄,396258,26880,295.2745529061103,2,1340
丹东青岛,308742,12820,481.65678627145087,0,641
紫金村大连,340112,6340,2099.462037037037,155,7
泉州新港,-182014,20460,-225.26528465346536,215,593
宜宾营口,1123500,10700,2100.0,0,535
武汉深圳（大铲湾）,367468,3820,1944.2777777777778,2,187
重庆大连,33600,320,2100.0,0,16
岳阳太仓,810540,15960,1939.0922727272723,380,38
营口海口,4892710,48860,2171.6423435419442,190,2063
锦州张家港,44974,620,1450.7951612903228,0,31
珠海（高栏）南通,50428,2420,826.6942622950821,60,1
南京小铲滩,271002,2640,2053.052272727273,0,132
武汉珠海（高栏）,221970,2360,1881.1016949152543,0,118
海口新港,222923,6360,735.7207920792079,15,288
北海福清,120622,4340,555.8661290322582,0,217
防城秦皇岛,157663,2660,1185.4421052631583,0,133
重庆深圳（大铲湾）,12442,120,4147.5,3,0
唐山小塘西,44794,480,1866.4187499999998,0,24
日照铁山,4289936,102320,838.5333659108679,0,5116
大丰汕头,15855,200,1585.5,0,10
大丰泉州,94632,1480,1278.8148648648648,0,74
厦门绍兴,248309,5300,937.0160377358491,0,265
营口武汉,1641703,17200,2375.837142547033,169,522
秦皇岛上海,300755,5180,1599.7643617021276,71,117
秦皇岛小塘西,42203,420,2110.185,1,19
上海中山,44658,740,1206.989189189189,0,37
云浮曹妃甸,553890,19340,572.7929162357808,0,967
营口南沙,14395396,132320,3164.518926357441,2067,2482
南通马尾,54330,700,1552.29,0,35
黄骅小铲滩,2084733,22200,1898.6639344262296,12,1086
秦皇岛钦州,861830,10140,2322.9933962264154,136,235
武汉黄埔旧港,719302,7660,1878.074412532637,0,383
安庆云浮,24223,260,1863.3461538461534,0,13
黄骅肇庆（三榕）,641764,8460,1517.17304964539,0,423
小铲滩青岛,271891,13840,644.2919431279619,270,152
深圳（大铲湾）唐山,61312,6380,199.06704545454548,11,297
新港海口,2707373,37620,2364.518384279476,736,409
马鞍山黄埔旧港,237879,6740,705.8741839762612,0,337
合肥虎门,270921,3440,1651.957317073171,8,156
宜宾江阴,778680,10580,2938.4150943396226,264,1
铁山顺乐,188415,5560,695.2588560885607,7,264
日照福清,1006729,18980,1295.662162162162,172,605
泉州黄埔旧港,49357,2600,649.4388157894736,54,22
营口宁波,11363140,132220,1937.4493299232734,746,5119
厦门湛江,21010,920,466.9,1,44
宜昌惠州,6142,60,2047.5,0,3
新港台山,812647,9280,1770.4738562091504,5,454
烟台泉州,238833,3300,1809.340909090909,33,99
珠海（高栏）开平,40278,5480,147.0,0,274
烟台小铲滩,139786,1540,2740.9117647058824,26,25
南沙新港,725185,32240,598.8320809248555,401,810
福鼎南沙,97683,2160,1808.9555555555548,54,0
新港鱼珠,3735097,65540,1992.05216,1402,473
新港钦州,2514468,31900,2039.3094890510945,362,871
钦州曹妃甸,10988,740,296.9797297297298,0,37
扬州厦门,261380,4980,1058.2214574898787,2,245
岳阳厦门,46777,540,1732.5,0,27
盘锦马尾,2034258,22100,1840.9578733031676,0,1105
钦州连云港,865564,28580,797.7551612903227,344,741
合肥海口,528180,5320,3827.39456521739,128,10
营口顺德新港,1527855,18860,1924.2516215365238,149,645
泸州海口,120277,860,3250.7432432432433,6,31
重庆泉州,349072,2180,3202.5,0,109
常德北海,1001857,10740,3696.891143911439,266,5
黄骅云浮,312401,3460,1816.2863372093022,1,171
中山防城,314580,5900,1066.3728813559321,0,295
宜宾九江（江西）,632100,8600,2940.0,215,0
镇江小铲滩,327028,2800,2352.725179856115,1,138
营口德清,409879,4020,2039.1992537313433,0,201
徐州中山,43669,720,1213.0416666666667,0,36
大丰肇庆（三榕）,119385,1400,1705.5,0,70
武汉台山,19372,180,2152.5,0,9
德清黄埔旧港,86618,1760,1968.6068181818189,44,0
昆明大连,5847,720,162.41750000000002,0,36
南昌重庆,307125,2340,2625.0,0,117
青岛鸦岗,265180,6720,1569.1162721893493,167,2
福鼎日照,53825,1780,604.776404494382,0,89
扬州小铲滩,383403,3540,2166.1203389830507,0,177
荆州小铲滩,70560,560,2520.0,0,28
武汉顺德新港,92557,860,2152.5,0,43
钦州新港,276594,16740,371.7663306451613,93,651
惠州云浮,105294,1840,1144.5,0,92
江阴湛江,16285,260,1252.7307692307693,0,13
云浮太仓,39551,3440,229.95000000000002,0,172
秦皇岛顺乐,595861,6360,2182.642307692308,45,228
张家港虎门,604013,10700,1696.667275280899,179,177
岳阳海口,109840,1440,2679.0365853658536,31,10
江门亚太南通,11449,1820,243.60000000000002,44,3
董家口漳州,75277,9420,159.82515923566876,0,471
泸州虎门,197505,1380,2904.485294117647,1,67
钦州温州,25739,600,857.99,0,30
福清钦州,44398,1420,792.8249999999999,15,41
扬州泉州,125269,2420,1128.551351351352,10,101
蚌埠汕头,19320,200,2146.6666666666665,1,8
池州营口,11655,360,777.0,3,12
锦州宁德,519017,4520,2359.1686363636372,6,214
锦州武汉,628575,7020,2088.289534883721,50,251
塘源日照,33091,1640,403.5585365853658,0,82
防城黄骅,24131,600,832.1068965517238,1,28
泸州马尾,41632,280,3784.7727272727275,3,8
铁山九江（江西）,73785,720,2049.6000000000004,0,36
鱼珠曹妃甸,24334,880,553.0636363636363,0,44
徐州黄埔旧港,94972,1360,1396.6544117647059,0,68
北海南昌,8559,80,2853.2000000000003,1,2
厦门潍坊,-35112,3840,-182.875,0,192
秦皇岛成都,157395,1200,2623.25,0,60
柳州武宣乍浦,14388,160,1798.51875,0,8
安庆新港,21000,800,525.0,0,40
黄骅三水,975462,12540,1563.2413461538463,3,621
如皋湛江,139847,1800,1553.86,0,90
锦州马尾,889919,7620,2451.567768595042,18,345
台山新港,45731,4320,254.065,36,144
龙通大连,10223,440,851.9874999999998,10,2
湛江汕头,31304,720,978.2718749999999,4,28
上海武汉,3469972,73480,1871.614080906149,1820,34
武汉营口,373998,8060,1019.070433242507,36,331
钦州鱼珠,32741,720,909.4749999999999,0,36
钦州青岛,56343,2360,655.1511627906976,32,54
南昌烟台,69090,1160,1191.2068965517242,0,58
铁山青岛,72072,2080,693.0,0,104
南昌南通,455070,7880,1155.0,0,394
漳州潍坊,1768,1540,22.96363636363637,0,77
湛江锦州,12217,1420,185.11818181818182,5,61
武汉小铲滩,323137,2920,2761.858974358974,29,88
湛江潍坊,82097,7540,219.51179278074858,3,371
钦州张家港,160393,15480,207.22713178294572,0,774
虎门防城,445593,13500,660.1388888888889,0,675
上海营口,891373,58000,604.3208155932205,1425,50
黄骅泉州,294432,4980,1326.2729729729726,27,195
宜宾泉州,422100,4120,3768.75,94,18
顺乐防城,206836,3880,1066.1667525773194,0,194
宜兴汕头,27711,540,1065.8307692307692,1,25
徐州湛江,190417,1640,2322.1646341463415,0,82
茂名水东新港,130568,3680,777.1937500000001,16,152
宁德黄骅,52872,1760,600.8267045454545,0,88
锦州南昌,492778,4460,2250.130821917809,4,215
深圳（大铲湾）防城,642467,17560,731.7399772209567,0,878
惠州太仓,55851,1620,1362.2341463414634,40,1
龙口泉州,397372,5720,2759.53125,142,2
南沙营口,1648065,36240,1563.6293168880454,758,296
防城营口,49437,44740,22.1294315129812,3,2231
太仓小铲滩,76031,1460,2054.906756756757,36,1
梧州（李家庄）双水小冈,14007,1180,237.40677966101694,0,59
防城连云港,114831,3160,781.1642857142858,11,136
桂平新龙芜湖,67526,1020,1324.05,0,51
钦州合肥,54416,1180,922.3093220338983,0,59
岳阳营口,214515,3500,1420.6291390728477,24,127
营口小塘西,678420,6620,2217.0612745098038,25,281
蚌埠黄埔旧港,28770,420,1918.0,6,9
海口长兴,724431,17940,807.6162207357856,0,897
锦州宜宾,736933,2840,5189.669366197183,0,142
营口烟台,195855,14380,366.77058426966295,185,349
铁山新港,502316,13980,1294.631056701031,311,77
唐山南沙,2110438,23420,1843.1773362445417,26,1119
深圳（大铲湾）新港,102593,7260,490.87751196172246,154,55
安庆大连,2940,280,210.0,0,14
新港花都（炭步）,841085,10220,1727.0753593429158,24,463
丹东新沙,117690,1560,1508.8500000000006,0,78
湛江福清,22360,1000,894.4147800000001,25,0
惠州新港,64309,1780,1236.7182692307692,37,15
常州高明,62951,1240,1015.3499999999999,0,62
锦州花都（炭步）,1037705,12500,1662.9896634615386,1,623
紫金村厦门,5719,120,953.225,0,6
四会新港,54234,4260,285.4452631578947,23,167
董家口厦门,31273,2540,246.24566929133854,0,127
烟台南鲲,300699,2580,2331.0,0,129
日照东江仓,1022891,14960,1679.6241379310347,139,470
深圳（大铲湾）秦皇岛,77611,5840,279.17913669064745,14,264
云浮洋浦港,42316,740,1143.6770270270272,0,37
锦州镇江,150119,2140,1402.9864485981307,0,107
洋浦港宁波,40045,6160,145.62163636363636,33,242
锦州虎门,1034016,13560,1529.610798816568,2,674
营口宁德,1238142,15080,1717.2567961165048,33,688
肇庆（三榕）海口,147908,3900,1275.071120689655,79,37
连云港龙通,212621,2460,3173.4604477611942,56,11
秦皇岛石龙,451710,4580,1989.9118942731277,2,225
唐山小榄,1082286,12040,1797.8180232558143,0,602
唐山惠州,958366,10100,1897.755445544554,0,505
武汉虎门,638977,6600,1936.2954545454545,0,330
泉州潍坊,-45753,2860,-319.9562937062938,0,143
营口汕头,5385644,53240,2637.43596963761,620,1422
黄骅清远清新,948110,12080,1577.5542429284528,3,598
曹妃甸顺乐,400975,3860,2077.5909326424867,0,193
张家口高明,140910,2980,945.7046979865772,0,149
南通小铲滩,63310,500,2752.64347826087,2,21
厦门小铲滩,111186,3260,1195.5548387096776,70,23
北海太仓,4567,1000,91.35000000000002,0,50
防城博罗,3200,60,1066.8,0,3
营口高明,1252680,11140,2395.1825047801144,34,489
宁波洋浦港,455605,7180,2397.923684210526,169,21
营口新会新港,1422441,14480,2688.9249527410207,195,334
常熟虎门,52467,1500,1093.071875,27,21
锦州台山,924300,11720,1596.3735751295337,7,572
秦皇岛鱼珠,159655,2020,3070.3009615384626,49,3
宁波烟台,74169,3060,806.1945652173915,61,31
小铲滩宁波,382699,23220,342.61396598030433,44,1073
唐山顺乐,3550772,33740,2104.7850622406636,0,1687
黄骅南沙,1599265,20360,2121.0417771883285,264,490
桂平新龙日照,11386,320,711.6375,0,16
泉州锦州,-4519,580,-155.83448275862068,0,29
唐山花都巴江,1087489,12240,1776.9431372549022,0,612
烟台茂名水东,21323,200,3553.9,4,2
营口温州,1276152,11260,4103.38311897106,252,59
日照茂名水东,124120,2040,1216.8676470588234,0,102
黄骅新会新港,424141,5180,2465.9372093023253,87,85
小铲滩营口,216049,6200,729.8954391891891,14,282
日照新会新港,133742,1940,1519.8034090909089,9,79
锦州花都巴江,393019,4260,1853.8641509433962,1,211
顺乐秦皇岛,207215,9620,431.69874999999996,1,479
勒流唐山,31550,1240,508.8774193548387,0,62
云浮营口,217501,7220,602.4963988919667,0,361
庙沙围宁波,158938,5800,548.0637931034482,0,290
董家口铁山,793512,15160,1046.8500000000001,0,758
长兴小铲滩,28081,240,2340.0999999999995,0,12
营口阳江,2696163,23700,2420.2547127468583,71,1043
锦州乐从,2151641,26060,1679.6573770491805,22,1259
花都（炭步）营口,507907,16040,976.7443269230769,282,238
安庆营口,17220,1220,282.2950819672131,0,61
泰州南庄,1134,40,567.0,0,2
贵港扬州,89098,1640,1086.570731707317,0,82
太仓重庆,1779540,17840,3990.0,446,0
泸州外沙,24255,140,3465.0,0,7
长兴湛江,25613,240,2134.4749999999995,0,12
锦州上海,1152327,18680,1745.9511363636364,274,386
小铲滩漳州,57760,1080,1805.015625,22,10
威海漳州,504961,5140,2885.496,82,93
营口马尾,4517130,49080,1889.2222710163112,63,2328
青岛中山,144596,2040,2065.665,32,38
丹东重庆,16940,80,4235.175,0,4
锦州重庆,1487360,7160,4576.494461538462,33,292
丹东顺乐,120708,1600,1508.8500000000001,0,80
丹东南沙,7950,80,1987.65,0,4
江门亚太宁波,77968,8720,306.963779527559,182,72
花都（炭步）锦州,15124,600,504.13999999999993,0,30
乍浦海口,156099,2280,2262.3086956521743,45,24
洋浦港黄埔旧港,330217,20100,373.9724235560589,122,761
张家口梧州（李家庄）,52920,1120,945.0,0,56
锦州小铲滩,590297,5760,2123.3719424460432,10,268
锦州漳州,789927,9560,2067.8732984293197,96,286
小塘西锦州,14958,640,467.44687500000003,0,32
云浮小铲滩,37267,700,1064.79,0,35
梧州（李家庄）青岛,117139,3160,1301.545,68,22
营口三水,555101,6460,1996.7676258992806,45,233
德庆日照,151005,8880,677.1558295964126,221,2
新港汕头,2793662,41580,2252.9536693548384,839,401
新港福清,2156992,36140,1782.6388016528927,597,613
扬州珠海（高栏）,57034,800,1425.87375,0,40
防城烟台,6704,340,394.36764705882354,0,17
博罗太仓,2628,140,375.4500000000001,0,7
湛江营口,241464,5380,1149.8286000000003,59,151
小铲滩上海,62995,4000,331.55684210526323,10,180
漳州南庄,49364,5620,175.67508896797153,0,281
唐山乐从,2267871,21660,2094.064542936288,0,1083
锦州九江（江西）,229540,3020,1520.1357615894037,0,151
黄骅贵港,409596,3540,2314.1050847457627,0,177
湛江鹏成,156366,8760,357.0,0,438
长兴营口,53242,5860,182.3368150684931,1,291
重庆珠海（高栏）,97492,1080,3610.8333333333335,27,0
防城洋浦港,137077,7460,367.5,0,373
武汉中山,73563,700,2101.8,0,35
连云港珠海（高栏）,544165,7980,2418.5139999999997,174,51
青岛珠海（高栏）,310468,3980,2003.02064516129,44,111
连云港铁山,472758,9420,1045.9254424778762,19,433
淮安黄埔旧港,42903,720,1650.1153846153845,10,16
南昌新港,234202,4400,1079.274193548387,3,214
长沙营口,162897,3840,936.1896551724138,18,156
岳阳新港,44100,700,1260.0,0,35
湛江厦门,61680,1760,1082.117289473684,31,26
蚌埠南沙,85680,1020,1904.0,6,39
厦门青岛,3424,3820,25.55261194029851,57,77
宁德新港,40465,2000,425.9573684210526,5,90
涪陵虎门,8295,80,4147.5,2,0
青岛黄埔旧港,411216,4760,2005.9353658536581,33,172
漳州贵港,18710,500,748.4399999999998,0,25
安庆黄埔旧港,326907,7380,885.9268292682926,0,369
黄骅湛江,352518,3220,2650.515789473684,28,105
深圳（大铲湾）太仓,71374,4140,557.6156249999999,79,49
泸州太仓,54600,520,2100.0,0,26
宜宾虎门,190575,1320,2887.5,0,66
乍浦高明,17346,400,1734.6,10,0
唐山钦州,1071267,11320,1916.4002683363149,7,552
新港福鼎,42857,500,1863.384782608696,2,21
锦州高明,756022,9700,1672.6151548672567,33,419
花都（炭步）宁波,93657,2740,683.634306569343,0,137
日照江门亚太,710666,15600,1401.7096153846155,273,234
黄骅海口,715824,7680,1893.7166666666665,6,372
连云港防城,931355,29420,633.1442895989122,0,1471
南沙宁波,-219577,22000,-390.7064946619217,538,24
海口四会永泰,33101,2780,238.1384892086331,0,139
新会新港防城,121396,2280,1064.8842105263159,0,114
淮安高明,605204,10540,1148.3951612903227,0,527
宁波营口,980725,16280,1822.9092936802974,276,262
汕头烟台,25028,1700,391.07578125,21,43
小铲滩新港,376478,8020,1127.1812874251495,67,267
肇庆（三榕）营口,277387,10840,512.7318853974123,1,540
锦州深圳（大铲湾）,262344,2940,2132.882926829268,24,99
锦州三埠,152302,1520,2086.3356164383563,3,70
新港赤水,470379,5280,1795.3396946564885,2,260
张家口四会永泰,202440,4820,840.0,0,241
连云港钦州,1079431,11260,1931.0044722719142,4,555
黄石烟台,32760,1040,630.0,0,52
柳州武宣营口,18900,300,1260.0,0,15
鹤山宁波,35521,2200,322.922727272727,0,110
合肥小铲滩,146768,1640,3579.7317073170725,41,0
扬州漳州,80514,1800,894.6000000000004,0,90
营口南京,397691,4900,1685.1343220338981,9,227
黄骅九江（顺德）,10899,120,2179.8,1,4
常州新港,-806,2220,-7.5364485981308365,4,103
紫金村扬州,17698,280,1264.2,0,14
鱼珠唐山,47541,3160,310.7313725490197,5,148
黄骅四会,320777,5120,1253.035546875,0,256
营口小铲滩,672189,7040,2546.1704545454545,88,176
贵港嘉兴,173445,2760,1256.8500000000004,0,138
黄骅钦州,331964,2720,2553.575769230769,6,124
锦州黄埔旧港,225259,2480,3575.5499999999997,61,2
钦州南通,15010,640,469.0875,0,32
唐山三水,86242,960,1796.7250000000001,0,48
烟台南沙,3094226,29940,3389.0763630887186,584,329
芜湖泉州,184569,4200,1419.7615384615385,80,50
上海黄埔旧港,608784,13100,1470.4941594202896,241,173
黄骅台山,433285,7620,1193.6243801652895,18,345
新港深圳（大铲湾）,3995100,53180,2160.68193618172,810,1039
江门亚太南京,3198,1840,46.35217391304348,23,46
日照厦门,255663,4100,1359.9119680851065,17,171
宜宾扬州,151200,1440,2100.0,0,72
湛江日照,410853,22780,627.2579610687025,484,171
锦州博罗,1248284,14160,1775.6530583214792,5,698
锦州温州,202204,2260,2732.4972972972973,39,35
日照珠海（高栏）,339428,4380,2278.0419463087246,70,79
博罗锦州,49002,1460,680.5895833333334,1,71
漳州南沙,36436,1980,418.8051724137928,12,75
南通厦门,133123,1880,1416.204255319149,0,94
大连日照,1041,20,1041.6,0,1
锦州黄石,102648,1280,1603.875,0,64
新沙梧州（李家庄）,217140,20680,210.0,0,1034
小塘西秦皇岛,100830,3400,596.6298816568046,1,168
烟台庙沙围,133402,1340,1991.0820895522388,0,67
烟台营口,666991,30920,526.8493436018958,280,986
惠州宁波,640658,14020,1804.671971830986,346,9
深圳（大铲湾）宁波,147823,6440,648.3473684210529,94,134
钦州泰州,12027,520,462.6057692307692,0,26
盘锦南京,55597,580,1917.155172413793,0,29
小塘海口,26917,600,897.2600000000002,0,30
合肥营口,49381,2940,453.04128440366975,38,71
营口博罗,1767651,18260,2158.3051282051283,94,725
鱼珠烟台,87293,3740,559.5759615384616,31,125
小铲滩日照,639124,21160,1164.1612021857923,509,40
茂名水东黄骅,87021,2280,763.3500000000004,0,114
盘锦漳州,828968,12280,1350.1118892508143,0,614
日照双水小冈,16729,440,760.4205000000001,0,22
宁德鹤山,549949,20580,534.4499999999998,0,1029
铁山黄骅,156292,5040,620.2083333333335,0,252
肇庆（三榕）小铲滩,44346,1020,905.0357142857141,2,47
扬州深圳（大铲湾）,239574,3680,1309.149180327869,1,182
芜湖深圳（大铲湾）,296838,6420,927.6192187500001,1,319
如皋泸州,9240,80,4620.0,2,0
小榄营口,799959,21400,1431.0542039355994,511,48
秦皇岛张家港,56242,700,2083.0444444444447,8,19
汕头营口,791291,49400,622.0845518867924,1198,74
新港温州,961753,13760,2037.6139830508475,216,256
梧州（李家庄）宁波,300181,7380,836.1597493036213,10,349
日照深圳（大铲湾）,3011748,40540,2616.636490008688,876,275
烟台张家港,44541,420,2121.0,0,21
高明南通,96355,3920,491.6089285714286,0,196
重庆龙通,72102,1500,961.3660000000001,0,75
营口安庆,252676,2900,1742.5944827586209,0,145
钦州太仓,39110,2420,365.51775700934587,14,93
防城武汉,114483,1320,1734.6000000000004,0,66
贵港宁波,523954,8640,2079.1833333333334,180,72
清远清新唐山,66600,2840,634.29,37,68
黄骅白坭,239043,2960,1615.1554054054054,0,148
徐州白坭,6720,80,1680.0,0,4
神湾新港,115380,4920,880.7656488549618,115,16
海口太仓,546999,22480,487.5219251336898,2,1120
新港顺乐,1402809,14900,1903.4049525101766,8,729
营口深圳（大铲湾）,5466142,54580,2373.487841945289,426,1877
厦门新港,55689,11040,146.93905013192614,173,206
日照阳江,249242,2540,2112.226271186442,9,109
漳州黄骅,-13880,2440,-113.77868852459014,0,122
日照宁德,1039773,12120,1774.3566552901025,20,566
深圳（大铲湾）海口,345495,6940,998.5408959537573,1,345
东江仓乍浦,100600,1400,1437.1500000000003,0,70
日照防城,46244,480,2569.116666666667,6,12
秦皇岛三水,290199,2720,2165.6641791044776,2,132
新港小铲滩,2138813,22440,2230.2536496350367,163,796
青岛钦州,293238,6020,1916.5931372549019,148,5
湛江黄骅,55394,1240,1130.4927857142857,13,36
台山连云港,-3396,2560,-26.537109375,0,128
贵港海口,823604,12460,1321.997191011236,0,623
青岛南沙,520642,21400,948.3469945355189,521,28
黄骅博罗,129751,1380,1880.4586956521744,0,69
贵港锦州,87398,1200,1589.07,5,50
营口神湾,213411,1900,2246.4363157894736,0,95
南京厦门,505614,9280,1103.9626637554586,6,452
高明宁波,90308,8000,226.33684210526314,1,398
青岛长沙,31878,240,2656.5,0,12
唐山深圳（大铲湾）,1015635,12120,1800.7723404255319,42,522
唐山博罗,573645,6520,1798.2615987460813,7,312
营口四会,463740,4040,2390.4170103092783,8,186
武汉茂名水东,61582,460,2677.5,0,23
黄骅宁波,65915,840,1569.4250000000002,0,42
青岛顺德新港,272402,2780,2161.9249999999993,13,113
厦门乍浦,84762,16320,110.65574412532635,50,716
漳州湛江,21275,520,818.2730769230772,0,26
