,before_days,average_count
0,0,6.551724137931035
1,1,3.4482758620689653
2,2,3.5172413793103448
3,3,3.689655172413793
4,4,2.6206896551724137
5,5,1.4482758620689655
6,6,1.4482758620689655
7,7,2.689655172413793
8,8,1.1724137931034482
9,9,0.4482758620689655
10,10,0.034482758620689655
11,16,0.10344827586206896
12,18,0.13793103448275862
