,before_days,average_count,num,SVVD,FLOW
1,1.0,58.0,large,IC9-QPE-298 N,乐从_营口
2,2.0,103.0,large,IC9-QPE-298 N,乐从_营口
3,3.0,63.0,large,IC9-QPE-298 N,乐从_营口
4,4.0,50.0,large,IC9-QPE-298 N,乐从_营口
5,5.0,40.0,large,IC9-QPE-298 N,乐从_营口
6,6.0,6.0,large,IC9-QPE-298 N,乐从_营口
7,7.0,7.0,large,IC9-QPE-298 N,乐从_营口
8,8.0,1.0,large,IC9-QPE-298 N,乐从_营口
9,9.0,14.0,large,IC9-QPE-298 N,乐从_营口
10,12.0,7.0,large,IC9-QPE-298 N,乐从_营口
0,0.0,53.0,large,IC9-RAC-165 N,乐从_营口
1,1.0,64.0,large,IC9-RAC-165 N,乐从_营口
2,2.0,135.0,large,IC9-RAC-165 N,乐从_营口
3,3.0,63.0,large,IC9-RAC-165 N,乐从_营口
4,4.0,50.0,large,IC9-RAC-165 N,乐从_营口
5,5.0,40.0,large,IC9-RAC-165 N,乐从_营口
6,6.0,6.0,large,IC9-RAC-165 N,乐从_营口
7,7.0,7.0,large,IC9-RAC-165 N,乐从_营口
8,8.0,1.0,large,IC9-RAC-165 N,乐从_营口
9,9.0,14.0,large,IC9-RAC-165 N,乐从_营口
10,12.0,7.0,large,IC9-RAC-165 N,乐从_营口
0,0.0,54.0,large,IC9-RIP-352 N,乐从_营口
1,1.0,65.0,large,IC9-RIP-352 N,乐从_营口
2,2.0,136.0,large,IC9-RIP-352 N,乐从_营口
3,3.0,68.0,large,IC9-RIP-352 N,乐从_营口
4,4.0,84.0,large,IC9-RIP-352 N,乐从_营口
5,5.0,69.0,large,IC9-RIP-352 N,乐从_营口
6,6.0,6.0,large,IC9-RIP-352 N,乐从_营口
7,7.0,7.0,large,IC9-RIP-352 N,乐从_营口
8,8.0,1.0,large,IC9-RIP-352 N,乐从_营口
9,9.0,14.0,large,IC9-RIP-352 N,乐从_营口
10,12.0,7.0,large,IC9-RIP-352 N,乐从_营口
0,0.0,63.0,large,IC9-RIG-104 N,乐从_营口
1,1.0,65.0,large,IC9-RIG-104 N,乐从_营口
2,2.0,136.0,large,IC9-RIG-104 N,乐从_营口
3,3.0,68.0,large,IC9-RIG-104 N,乐从_营口
4,4.0,104.0,large,IC9-RIG-104 N,乐从_营口
5,5.0,116.0,large,IC9-RIG-104 N,乐从_营口
6,6.0,6.0,large,IC9-RIG-104 N,乐从_营口
7,7.0,7.0,large,IC9-RIG-104 N,乐从_营口
8,8.0,1.0,large,IC9-RIG-104 N,乐从_营口
9,9.0,14.0,large,IC9-RIG-104 N,乐从_营口
10,12.0,7.0,large,IC9-RIG-104 N,乐从_营口
0,0.0,89.0,large,IC9-RFF-393 N,乐从_营口
1,1.0,65.0,large,IC9-RFF-393 N,乐从_营口
2,2.0,136.0,large,IC9-RFF-393 N,乐从_营口
3,3.0,68.0,large,IC9-RFF-393 N,乐从_营口
4,4.0,112.0,large,IC9-RFF-393 N,乐从_营口
5,5.0,133.0,large,IC9-RFF-393 N,乐从_营口
6,6.0,6.0,large,IC9-RFF-393 N,乐从_营口
7,7.0,7.0,large,IC9-RFF-393 N,乐从_营口
8,8.0,1.0,large,IC9-RFF-393 N,乐从_营口
9,9.0,14.0,large,IC9-RFF-393 N,乐从_营口
10,12.0,7.0,large,IC9-RFF-393 N,乐从_营口
0,0.0,96.0,large,IC9-Q55-107 N,乐从_营口
1,1.0,65.0,large,IC9-Q55-107 N,乐从_营口
2,2.0,136.0,large,IC9-Q55-107 N,乐从_营口
3,3.0,68.0,large,IC9-Q55-107 N,乐从_营口
4,4.0,112.0,large,IC9-Q55-107 N,乐从_营口
5,5.0,183.0,large,IC9-Q55-107 N,乐从_营口
6,6.0,9.0,large,IC9-Q55-107 N,乐从_营口
7,7.0,7.0,large,IC9-Q55-107 N,乐从_营口
8,8.0,1.0,large,IC9-Q55-107 N,乐从_营口
9,9.0,17.0,large,IC9-Q55-107 N,乐从_营口
10,10.0,7.0,large,IC9-Q55-107 N,乐从_营口
11,11.0,1.0,large,IC9-Q55-107 N,乐从_营口
12,12.0,7.0,large,IC9-Q55-107 N,乐从_营口
0,0.0,97.0,large,IC9-Q22-110 N,乐从_营口
1,1.0,65.0,large,IC9-Q22-110 N,乐从_营口
2,2.0,189.0,large,IC9-Q22-110 N,乐从_营口
3,3.0,68.0,large,IC9-Q22-110 N,乐从_营口
4,4.0,112.0,large,IC9-Q22-110 N,乐从_营口
5,5.0,183.0,large,IC9-Q22-110 N,乐从_营口
6,6.0,15.0,large,IC9-Q22-110 N,乐从_营口
7,7.0,41.0,large,IC9-Q22-110 N,乐从_营口
8,8.0,3.0,large,IC9-Q22-110 N,乐从_营口
9,9.0,17.0,large,IC9-Q22-110 N,乐从_营口
10,10.0,7.0,large,IC9-Q22-110 N,乐从_营口
11,11.0,1.0,large,IC9-Q22-110 N,乐从_营口
12,12.0,7.0,large,IC9-Q22-110 N,乐从_营口
0,0.0,101.0,large,IC9-RZD-218 N,乐从_营口
1,1.0,65.0,large,IC9-RZD-218 N,乐从_营口
2,2.0,195.0,large,IC9-RZD-218 N,乐从_营口
3,3.0,68.0,large,IC9-RZD-218 N,乐从_营口
4,4.0,112.0,large,IC9-RZD-218 N,乐从_营口
5,5.0,183.0,large,IC9-RZD-218 N,乐从_营口
6,6.0,39.0,large,IC9-RZD-218 N,乐从_营口
7,7.0,41.0,large,IC9-RZD-218 N,乐从_营口
8,8.0,3.0,large,IC9-RZD-218 N,乐从_营口
9,9.0,17.0,large,IC9-RZD-218 N,乐从_营口
10,10.0,7.0,large,IC9-RZD-218 N,乐从_营口
11,11.0,3.0,large,IC9-RZD-218 N,乐从_营口
12,12.0,7.0,large,IC9-RZD-218 N,乐从_营口
0,0.0,104.0,large,IC9-QUB-096 N,乐从_营口
1,1.0,80.0,large,IC9-QUB-096 N,乐从_营口
2,2.0,199.0,large,IC9-QUB-096 N,乐从_营口
3,3.0,68.0,large,IC9-QUB-096 N,乐从_营口
4,4.0,117.0,large,IC9-QUB-096 N,乐从_营口
5,5.0,183.0,large,IC9-QUB-096 N,乐从_营口
6,6.0,46.0,large,IC9-QUB-096 N,乐从_营口
7,7.0,41.0,large,IC9-QUB-096 N,乐从_营口
8,8.0,3.0,large,IC9-QUB-096 N,乐从_营口
9,9.0,24.0,large,IC9-QUB-096 N,乐从_营口
10,10.0,7.0,large,IC9-QUB-096 N,乐从_营口
11,11.0,3.0,large,IC9-QUB-096 N,乐从_营口
12,12.0,7.0,large,IC9-QUB-096 N,乐从_营口
13,15.0,2.0,large,IC9-QUB-096 N,乐从_营口
0,0.0,105.0,large,IC9-RIU-079 N,乐从_营口
1,1.0,80.0,large,IC9-RIU-079 N,乐从_营口
2,2.0,204.0,large,IC9-RIU-079 N,乐从_营口
3,3.0,68.0,large,IC9-RIU-079 N,乐从_营口
4,4.0,127.0,large,IC9-RIU-079 N,乐从_营口
5,5.0,183.0,large,IC9-RIU-079 N,乐从_营口
6,6.0,46.0,large,IC9-RIU-079 N,乐从_营口
7,7.0,56.0,large,IC9-RIU-079 N,乐从_营口
8,8.0,3.0,large,IC9-RIU-079 N,乐从_营口
9,9.0,24.0,large,IC9-RIU-079 N,乐从_营口
10,10.0,7.0,large,IC9-RIU-079 N,乐从_营口
11,11.0,3.0,large,IC9-RIU-079 N,乐从_营口
12,12.0,7.0,large,IC9-RIU-079 N,乐从_营口
13,15.0,2.0,large,IC9-RIU-079 N,乐从_营口
0,0.0,107.0,large,IC9-QPE-299 N,乐从_营口
1,1.0,87.0,large,IC9-QPE-299 N,乐从_营口
2,2.0,227.0,large,IC9-QPE-299 N,乐从_营口
3,3.0,88.0,large,IC9-QPE-299 N,乐从_营口
4,4.0,127.0,large,IC9-QPE-299 N,乐从_营口
5,5.0,185.0,large,IC9-QPE-299 N,乐从_营口
6,6.0,46.0,large,IC9-QPE-299 N,乐从_营口
7,7.0,58.0,large,IC9-QPE-299 N,乐从_营口
8,8.0,3.0,large,IC9-QPE-299 N,乐从_营口
9,9.0,24.0,large,IC9-QPE-299 N,乐从_营口
10,10.0,7.0,large,IC9-QPE-299 N,乐从_营口
11,11.0,3.0,large,IC9-QPE-299 N,乐从_营口
12,12.0,7.0,large,IC9-QPE-299 N,乐从_营口
13,15.0,2.0,large,IC9-QPE-299 N,乐从_营口
0,0.0,110.0,large,IC9-RAC-166 N,乐从_营口
1,1.0,87.0,large,IC9-RAC-166 N,乐从_营口
2,2.0,227.0,large,IC9-RAC-166 N,乐从_营口
3,3.0,96.0,large,IC9-RAC-166 N,乐从_营口
4,4.0,134.0,large,IC9-RAC-166 N,乐从_营口
5,5.0,185.0,large,IC9-RAC-166 N,乐从_营口
6,6.0,46.0,large,IC9-RAC-166 N,乐从_营口
7,7.0,58.0,large,IC9-RAC-166 N,乐从_营口
8,8.0,3.0,large,IC9-RAC-166 N,乐从_营口
9,9.0,24.0,large,IC9-RAC-166 N,乐从_营口
10,10.0,7.0,large,IC9-RAC-166 N,乐从_营口
11,11.0,3.0,large,IC9-RAC-166 N,乐从_营口
12,12.0,7.0,large,IC9-RAC-166 N,乐从_营口
13,15.0,2.0,large,IC9-RAC-166 N,乐从_营口
0,0.0,117.0,large,IC9-RIP-353 N,乐从_营口
1,1.0,103.0,large,IC9-RIP-353 N,乐从_营口
2,2.0,241.0,large,IC9-RIP-353 N,乐从_营口
3,3.0,98.0,large,IC9-RIP-353 N,乐从_营口
4,4.0,135.0,large,IC9-RIP-353 N,乐从_营口
5,5.0,190.0,large,IC9-RIP-353 N,乐从_营口
6,6.0,52.0,large,IC9-RIP-353 N,乐从_营口
7,7.0,67.0,large,IC9-RIP-353 N,乐从_营口
8,8.0,3.0,large,IC9-RIP-353 N,乐从_营口
9,9.0,24.0,large,IC9-RIP-353 N,乐从_营口
10,10.0,7.0,large,IC9-RIP-353 N,乐从_营口
11,11.0,3.0,large,IC9-RIP-353 N,乐从_营口
12,12.0,7.0,large,IC9-RIP-353 N,乐从_营口
13,15.0,2.0,large,IC9-RIP-353 N,乐从_营口
0,0.0,146.0,large,IC50-LF2-441 S,乐从_营口
1,1.0,106.0,large,IC50-LF2-441 S,乐从_营口
2,2.0,241.0,large,IC50-LF2-441 S,乐从_营口
3,3.0,100.0,large,IC50-LF2-441 S,乐从_营口
4,4.0,135.0,large,IC50-LF2-441 S,乐从_营口
5,5.0,190.0,large,IC50-LF2-441 S,乐从_营口
6,6.0,52.0,large,IC50-LF2-441 S,乐从_营口
7,7.0,67.0,large,IC50-LF2-441 S,乐从_营口
8,8.0,3.0,large,IC50-LF2-441 S,乐从_营口
9,9.0,24.0,large,IC50-LF2-441 S,乐从_营口
10,10.0,7.0,large,IC50-LF2-441 S,乐从_营口
11,11.0,3.0,large,IC50-LF2-441 S,乐从_营口
12,12.0,7.0,large,IC50-LF2-441 S,乐从_营口
13,15.0,2.0,large,IC50-LF2-441 S,乐从_营口
