,before_days,average_count,num,SVVD,FLOW
0,0.0,38.0,large,IC9-Q55-105 S,营口_福清
1,1.0,37.0,large,IC9-Q55-105 S,营口_福清
2,2.0,37.0,large,IC9-Q55-105 S,营口_福清
3,3.0,26.0,large,IC9-Q55-105 S,营口_福清
4,4.0,30.0,large,IC9-Q55-105 S,营口_福清
5,5.0,34.0,large,IC9-Q55-105 S,营口_福清
6,6.0,13.0,large,IC9-Q55-105 S,营口_福清
0,0.0,44.0,large,IC9-RIU-077 S,营口_福清
1,1.0,39.0,large,IC9-RIU-077 S,营口_福清
2,2.0,41.0,large,IC9-RIU-077 S,营口_福清
3,3.0,32.0,large,IC9-RIU-077 S,营口_福清
4,4.0,31.0,large,IC9-RIU-077 S,营口_福清
5,5.0,36.0,large,IC9-RIU-077 S,营口_福清
6,6.0,13.0,large,IC9-RIU-077 S,营口_福清
0,0.0,56.0,large,IC9-QUB-094 S,营口_福清
1,1.0,57.0,large,IC9-QUB-094 S,营口_福清
2,2.0,67.0,large,IC9-QUB-094 S,营口_福清
3,3.0,40.0,large,IC9-QUB-094 S,营口_福清
4,4.0,32.0,large,IC9-QUB-094 S,营口_福清
5,5.0,38.0,large,IC9-QUB-094 S,营口_福清
6,6.0,13.0,large,IC9-QUB-094 S,营口_福清
0,0.0,67.0,large,IC9-RFF-392 S,营口_福清
1,1.0,72.0,large,IC9-RFF-392 S,营口_福清
2,2.0,67.0,large,IC9-RFF-392 S,营口_福清
3,3.0,42.0,large,IC9-RFF-392 S,营口_福清
4,4.0,62.0,large,IC9-RFF-392 S,营口_福清
5,5.0,38.0,large,IC9-RFF-392 S,营口_福清
6,6.0,18.0,large,IC9-RFF-392 S,营口_福清
7,8.0,10.0,large,IC9-RFF-392 S,营口_福清
0,0.0,94.0,large,IC9-RAC-164 S,营口_福清
1,1.0,72.0,large,IC9-RAC-164 S,营口_福清
2,2.0,67.0,large,IC9-RAC-164 S,营口_福清
3,3.0,42.0,large,IC9-RAC-164 S,营口_福清
4,4.0,62.0,large,IC9-RAC-164 S,营口_福清
5,5.0,65.0,large,IC9-RAC-164 S,营口_福清
6,6.0,58.0,large,IC9-RAC-164 S,营口_福清
7,8.0,10.0,large,IC9-RAC-164 S,营口_福清
0,0.0,96.0,large,IC9-RIP-351 S,营口_福清
1,1.0,72.0,large,IC9-RIP-351 S,营口_福清
2,2.0,67.0,large,IC9-RIP-351 S,营口_福清
3,3.0,42.0,large,IC9-RIP-351 S,营口_福清
4,4.0,92.0,large,IC9-RIP-351 S,营口_福清
5,5.0,83.0,large,IC9-RIP-351 S,营口_福清
6,6.0,63.0,large,IC9-RIP-351 S,营口_福清
7,8.0,10.0,large,IC9-RIP-351 S,营口_福清
0,0.0,97.0,large,IC9-Q22-109 S,营口_福清
1,1.0,73.0,large,IC9-Q22-109 S,营口_福清
2,2.0,67.0,large,IC9-Q22-109 S,营口_福清
3,3.0,54.0,large,IC9-Q22-109 S,营口_福清
4,4.0,107.0,large,IC9-Q22-109 S,营口_福清
5,5.0,89.0,large,IC9-Q22-109 S,营口_福清
6,6.0,66.0,large,IC9-Q22-109 S,营口_福清
7,7.0,5.0,large,IC9-Q22-109 S,营口_福清
8,8.0,27.0,large,IC9-Q22-109 S,营口_福清
9,9.0,14.0,large,IC9-Q22-109 S,营口_福清
10,10.0,4.0,large,IC9-Q22-109 S,营口_福清
0,0.0,147.0,large,IC9-RZD-217 S,营口_福清
1,1.0,198.0,large,IC9-RZD-217 S,营口_福清
2,2.0,86.0,large,IC9-RZD-217 S,营口_福清
3,3.0,54.0,large,IC9-RZD-217 S,营口_福清
4,4.0,107.0,large,IC9-RZD-217 S,营口_福清
5,5.0,89.0,large,IC9-RZD-217 S,营口_福清
6,6.0,66.0,large,IC9-RZD-217 S,营口_福清
7,7.0,5.0,large,IC9-RZD-217 S,营口_福清
8,8.0,27.0,large,IC9-RZD-217 S,营口_福清
9,9.0,14.0,large,IC9-RZD-217 S,营口_福清
10,10.0,4.0,large,IC9-RZD-217 S,营口_福清
0,0.0,183.0,large,IC9-RIU-078 S,营口_福清
1,1.0,226.0,large,IC9-RIU-078 S,营口_福清
2,2.0,164.0,large,IC9-RIU-078 S,营口_福清
3,3.0,54.0,large,IC9-RIU-078 S,营口_福清
4,4.0,107.0,large,IC9-RIU-078 S,营口_福清
5,5.0,89.0,large,IC9-RIU-078 S,营口_福清
6,6.0,66.0,large,IC9-RIU-078 S,营口_福清
7,7.0,5.0,large,IC9-RIU-078 S,营口_福清
8,8.0,27.0,large,IC9-RIU-078 S,营口_福清
9,9.0,14.0,large,IC9-RIU-078 S,营口_福清
10,10.0,4.0,large,IC9-RIU-078 S,营口_福清
0,0.0,185.0,large,IC9-QPE-298 S,营口_福清
1,1.0,226.0,large,IC9-QPE-298 S,营口_福清
2,2.0,176.0,large,IC9-QPE-298 S,营口_福清
3,3.0,83.0,large,IC9-QPE-298 S,营口_福清
4,4.0,122.0,large,IC9-QPE-298 S,营口_福清
5,5.0,126.0,large,IC9-QPE-298 S,营口_福清
6,6.0,66.0,large,IC9-QPE-298 S,营口_福清
7,7.0,5.0,large,IC9-QPE-298 S,营口_福清
8,8.0,27.0,large,IC9-QPE-298 S,营口_福清
9,9.0,14.0,large,IC9-QPE-298 S,营口_福清
10,10.0,4.0,large,IC9-QPE-298 S,营口_福清
0,0.0,193.0,large,IC9-RAC-165 S,营口_福清
1,1.0,226.0,large,IC9-RAC-165 S,营口_福清
2,2.0,207.0,large,IC9-RAC-165 S,营口_福清
3,3.0,116.0,large,IC9-RAC-165 S,营口_福清
4,4.0,122.0,large,IC9-RAC-165 S,营口_福清
5,5.0,126.0,large,IC9-RAC-165 S,营口_福清
6,6.0,66.0,large,IC9-RAC-165 S,营口_福清
7,7.0,12.0,large,IC9-RAC-165 S,营口_福清
8,8.0,27.0,large,IC9-RAC-165 S,营口_福清
9,9.0,14.0,large,IC9-RAC-165 S,营口_福清
10,10.0,4.0,large,IC9-RAC-165 S,营口_福清
0,0.0,261.0,large,IC9-RIG-104 S,营口_福清
1,1.0,235.0,large,IC9-RIG-104 S,营口_福清
2,2.0,209.0,large,IC9-RIG-104 S,营口_福清
3,3.0,116.0,large,IC9-RIG-104 S,营口_福清
4,4.0,122.0,large,IC9-RIG-104 S,营口_福清
5,5.0,126.0,large,IC9-RIG-104 S,营口_福清
6,6.0,66.0,large,IC9-RIG-104 S,营口_福清
7,7.0,12.0,large,IC9-RIG-104 S,营口_福清
8,8.0,27.0,large,IC9-RIG-104 S,营口_福清
9,9.0,14.0,large,IC9-RIG-104 S,营口_福清
10,10.0,4.0,large,IC9-RIG-104 S,营口_福清
0,0.0,299.0,large,IC9-RFF-393 S,营口_福清
1,1.0,245.0,large,IC9-RFF-393 S,营口_福清
2,2.0,217.0,large,IC9-RFF-393 S,营口_福清
3,3.0,116.0,large,IC9-RFF-393 S,营口_福清
4,4.0,122.0,large,IC9-RFF-393 S,营口_福清
5,5.0,126.0,large,IC9-RFF-393 S,营口_福清
6,6.0,66.0,large,IC9-RFF-393 S,营口_福清
7,7.0,12.0,large,IC9-RFF-393 S,营口_福清
8,8.0,27.0,large,IC9-RFF-393 S,营口_福清
9,9.0,14.0,large,IC9-RFF-393 S,营口_福清
10,10.0,4.0,large,IC9-RFF-393 S,营口_福清
0,0.0,305.0,large,IC20-TCR-061 S,营口_福清
1,1.0,245.0,large,IC20-TCR-061 S,营口_福清
2,2.0,217.0,large,IC20-TCR-061 S,营口_福清
3,3.0,116.0,large,IC20-TCR-061 S,营口_福清
4,4.0,122.0,large,IC20-TCR-061 S,营口_福清
5,5.0,139.0,large,IC20-TCR-061 S,营口_福清
6,6.0,69.0,large,IC20-TCR-061 S,营口_福清
7,7.0,48.0,large,IC20-TCR-061 S,营口_福清
8,8.0,33.0,large,IC20-TCR-061 S,营口_福清
9,9.0,21.0,large,IC20-TCR-061 S,营口_福清
10,10.0,4.0,large,IC20-TCR-061 S,营口_福清
0,0.0,308.0,large,IC9-Q55-107 S,营口_福清
1,1.0,245.0,large,IC9-Q55-107 S,营口_福清
2,2.0,217.0,large,IC9-Q55-107 S,营口_福清
3,3.0,116.0,large,IC9-Q55-107 S,营口_福清
4,4.0,122.0,large,IC9-Q55-107 S,营口_福清
5,5.0,139.0,large,IC9-Q55-107 S,营口_福清
6,6.0,70.0,large,IC9-Q55-107 S,营口_福清
7,7.0,50.0,large,IC9-Q55-107 S,营口_福清
8,8.0,33.0,large,IC9-Q55-107 S,营口_福清
9,9.0,25.0,large,IC9-Q55-107 S,营口_福清
10,10.0,4.0,large,IC9-Q55-107 S,营口_福清
0,0.0,310.0,large,IC9-RZD-218 S,营口_福清
1,1.0,285.0,large,IC9-RZD-218 S,营口_福清
2,2.0,254.0,large,IC9-RZD-218 S,营口_福清
3,3.0,122.0,large,IC9-RZD-218 S,营口_福清
4,4.0,136.0,large,IC9-RZD-218 S,营口_福清
5,5.0,139.0,large,IC9-RZD-218 S,营口_福清
6,6.0,70.0,large,IC9-RZD-218 S,营口_福清
7,7.0,50.0,large,IC9-RZD-218 S,营口_福清
8,8.0,33.0,large,IC9-RZD-218 S,营口_福清
9,9.0,25.0,large,IC9-RZD-218 S,营口_福清
10,10.0,4.0,large,IC9-RZD-218 S,营口_福清
0,0.0,21.0,large,IC39-TDB-041 N,营口_钦州
0,0.0,22.0,large,IC29-NLY-002 S,营口_钦州
1,1.0,11.0,large,IC29-NLY-002 S,营口_钦州
2,2.0,5.0,large,IC29-NLY-002 S,营口_钦州
3,3.0,12.0,large,IC29-NLY-002 S,营口_钦州
4,4.0,316.0,large,IC29-NLY-002 S,营口_钦州
5,11.0,14.0,large,IC29-NLY-002 S,营口_钦州
0,0.0,36.0,large,IC29-CAK-165 S,营口_钦州
1,1.0,31.0,large,IC29-CAK-165 S,营口_钦州
2,2.0,37.0,large,IC29-CAK-165 S,营口_钦州
3,3.0,25.0,large,IC29-CAK-165 S,营口_钦州
4,4.0,343.0,large,IC29-CAK-165 S,营口_钦州
5,5.0,6.0,large,IC29-CAK-165 S,营口_钦州
6,6.0,63.0,large,IC29-CAK-165 S,营口_钦州
7,8.0,59.0,large,IC29-CAK-165 S,营口_钦州
8,11.0,14.0,large,IC29-CAK-165 S,营口_钦州
0,0.0,124.0,large,IC29-NLX-002 S,营口_钦州
1,1.0,108.0,large,IC29-NLX-002 S,营口_钦州
2,2.0,64.0,large,IC29-NLX-002 S,营口_钦州
3,3.0,42.0,large,IC29-NLX-002 S,营口_钦州
4,4.0,349.0,large,IC29-NLX-002 S,营口_钦州
5,5.0,6.0,large,IC29-NLX-002 S,营口_钦州
6,6.0,63.0,large,IC29-NLX-002 S,营口_钦州
7,8.0,59.0,large,IC29-NLX-002 S,营口_钦州
8,11.0,14.0,large,IC29-NLX-002 S,营口_钦州
0,0.0,131.0,large,IC29-NLW-002 S,营口_钦州
1,1.0,245.0,large,IC29-NLW-002 S,营口_钦州
2,2.0,126.0,large,IC29-NLW-002 S,营口_钦州
3,3.0,57.0,large,IC29-NLW-002 S,营口_钦州
4,4.0,349.0,large,IC29-NLW-002 S,营口_钦州
5,5.0,6.0,large,IC29-NLW-002 S,营口_钦州
6,6.0,63.0,large,IC29-NLW-002 S,营口_钦州
7,8.0,59.0,large,IC29-NLW-002 S,营口_钦州
8,11.0,14.0,large,IC29-NLW-002 S,营口_钦州
0,0.0,133.0,large,IC29-CAI-175 S,营口_钦州
1,1.0,277.0,large,IC29-CAI-175 S,营口_钦州
2,2.0,126.0,large,IC29-CAI-175 S,营口_钦州
3,3.0,75.0,large,IC29-CAI-175 S,营口_钦州
4,4.0,357.0,large,IC29-CAI-175 S,营口_钦州
5,5.0,41.0,large,IC29-CAI-175 S,营口_钦州
6,6.0,85.0,large,IC29-CAI-175 S,营口_钦州
7,7.0,70.0,large,IC29-CAI-175 S,营口_钦州
8,8.0,79.0,large,IC29-CAI-175 S,营口_钦州
9,11.0,14.0,large,IC29-CAI-175 S,营口_钦州
0,0.0,163.0,large,IC29-NLY-003 S,营口_钦州
1,1.0,310.0,large,IC29-NLY-003 S,营口_钦州
2,2.0,228.0,large,IC29-NLY-003 S,营口_钦州
3,3.0,284.0,large,IC29-NLY-003 S,营口_钦州
4,4.0,357.0,large,IC29-NLY-003 S,营口_钦州
5,5.0,41.0,large,IC29-NLY-003 S,营口_钦州
6,6.0,85.0,large,IC29-NLY-003 S,营口_钦州
7,7.0,166.0,large,IC29-NLY-003 S,营口_钦州
8,8.0,79.0,large,IC29-NLY-003 S,营口_钦州
9,11.0,14.0,large,IC29-NLY-003 S,营口_钦州
0,0.0,171.0,large,IC29-NLX-003 S,营口_钦州
1,1.0,322.0,large,IC29-NLX-003 S,营口_钦州
2,2.0,251.0,large,IC29-NLX-003 S,营口_钦州
3,3.0,338.0,large,IC29-NLX-003 S,营口_钦州
4,4.0,646.0,large,IC29-NLX-003 S,营口_钦州
5,5.0,41.0,large,IC29-NLX-003 S,营口_钦州
6,6.0,85.0,large,IC29-NLX-003 S,营口_钦州
7,7.0,166.0,large,IC29-NLX-003 S,营口_钦州
8,8.0,79.0,large,IC29-NLX-003 S,营口_钦州
9,9.0,2.0,large,IC29-NLX-003 S,营口_钦州
10,11.0,14.0,large,IC29-NLX-003 S,营口_钦州
11,12.0,1.0,large,IC29-NLX-003 S,营口_钦州
0,0.0,194.0,large,IC29-CAK-166 S,营口_钦州
1,1.0,530.0,large,IC29-CAK-166 S,营口_钦州
2,2.0,263.0,large,IC29-CAK-166 S,营口_钦州
3,3.0,388.0,large,IC29-CAK-166 S,营口_钦州
4,4.0,652.0,large,IC29-CAK-166 S,营口_钦州
5,5.0,44.0,large,IC29-CAK-166 S,营口_钦州
6,6.0,97.0,large,IC29-CAK-166 S,营口_钦州
7,7.0,166.0,large,IC29-CAK-166 S,营口_钦州
8,8.0,79.0,large,IC29-CAK-166 S,营口_钦州
9,9.0,2.0,large,IC29-CAK-166 S,营口_钦州
10,11.0,14.0,large,IC29-CAK-166 S,营口_钦州
11,12.0,1.0,large,IC29-CAK-166 S,营口_钦州
0,0.0,30.0,large,IC5-R9J-140 N,上海_烟台
1,1.0,5.0,large,IC5-R9J-140 N,上海_烟台
2,2.0,24.0,large,IC5-R9J-140 N,上海_烟台
3,3.0,5.0,large,IC5-R9J-140 N,上海_烟台
0,0.0,33.0,large,IC5-R8J-140 N,上海_烟台
1,1.0,33.0,large,IC5-R8J-140 N,上海_烟台
2,2.0,26.0,large,IC5-R8J-140 N,上海_烟台
3,3.0,7.0,large,IC5-R8J-140 N,上海_烟台
4,4.0,2.0,large,IC5-R8J-140 N,上海_烟台
5,6.0,2.0,large,IC5-R8J-140 N,上海_烟台
0,0.0,57.0,large,IC5-N8A-081 N,上海_烟台
1,1.0,55.0,large,IC5-N8A-081 N,上海_烟台
2,2.0,40.0,large,IC5-N8A-081 N,上海_烟台
3,3.0,10.0,large,IC5-N8A-081 N,上海_烟台
4,4.0,2.0,large,IC5-N8A-081 N,上海_烟台
5,6.0,2.0,large,IC5-N8A-081 N,上海_烟台
0,0.0,65.0,large,IC5-R2K-138 N,上海_烟台
1,1.0,55.0,large,IC5-R2K-138 N,上海_烟台
2,2.0,40.0,large,IC5-R2K-138 N,上海_烟台
3,3.0,15.0,large,IC5-R2K-138 N,上海_烟台
4,4.0,5.0,large,IC5-R2K-138 N,上海_烟台
5,6.0,4.0,large,IC5-R2K-138 N,上海_烟台
0,0.0,66.0,large,IC5-R9J-141 N,上海_烟台
1,1.0,59.0,large,IC5-R9J-141 N,上海_烟台
2,2.0,40.0,large,IC5-R9J-141 N,上海_烟台
3,3.0,15.0,large,IC5-R9J-141 N,上海_烟台
4,4.0,8.0,large,IC5-R9J-141 N,上海_烟台
5,5.0,4.0,large,IC5-R9J-141 N,上海_烟台
6,6.0,4.0,large,IC5-R9J-141 N,上海_烟台
7,7.0,2.0,large,IC5-R9J-141 N,上海_烟台
0,0.0,70.0,large,IC5-TNB-225 N,上海_烟台
1,1.0,59.0,large,IC5-TNB-225 N,上海_烟台
2,2.0,40.0,large,IC5-TNB-225 N,上海_烟台
3,3.0,15.0,large,IC5-TNB-225 N,上海_烟台
4,4.0,8.0,large,IC5-TNB-225 N,上海_烟台
5,5.0,5.0,large,IC5-TNB-225 N,上海_烟台
6,6.0,4.0,large,IC5-TNB-225 N,上海_烟台
7,7.0,2.0,large,IC5-TNB-225 N,上海_烟台
0,0.0,100.0,large,IC5-N8A-082 N,上海_烟台
1,1.0,60.0,large,IC5-N8A-082 N,上海_烟台
2,2.0,40.0,large,IC5-N8A-082 N,上海_烟台
3,3.0,15.0,large,IC5-N8A-082 N,上海_烟台
4,4.0,8.0,large,IC5-N8A-082 N,上海_烟台
5,5.0,5.0,large,IC5-N8A-082 N,上海_烟台
6,6.0,4.0,large,IC5-N8A-082 N,上海_烟台
7,7.0,2.0,large,IC5-N8A-082 N,上海_烟台
8,9.0,3.0,large,IC5-N8A-082 N,上海_烟台
0,0.0,117.0,large,IC5-R8J-141 N,上海_烟台
1,1.0,77.0,large,IC5-R8J-141 N,上海_烟台
2,2.0,40.0,large,IC5-R8J-141 N,上海_烟台
3,3.0,15.0,large,IC5-R8J-141 N,上海_烟台
4,4.0,8.0,large,IC5-R8J-141 N,上海_烟台
5,5.0,5.0,large,IC5-R8J-141 N,上海_烟台
6,6.0,4.0,large,IC5-R8J-141 N,上海_烟台
7,7.0,2.0,large,IC5-R8J-141 N,上海_烟台
8,9.0,3.0,large,IC5-R8J-141 N,上海_烟台
9,11.0,1.0,large,IC5-R8J-141 N,上海_烟台
0,0.0,133.0,large,IC5-R2K-139 N,上海_烟台
1,1.0,115.0,large,IC5-R2K-139 N,上海_烟台
2,2.0,41.0,large,IC5-R2K-139 N,上海_烟台
3,3.0,17.0,large,IC5-R2K-139 N,上海_烟台
4,4.0,8.0,large,IC5-R2K-139 N,上海_烟台
5,5.0,5.0,large,IC5-R2K-139 N,上海_烟台
6,6.0,4.0,large,IC5-R2K-139 N,上海_烟台
7,7.0,2.0,large,IC5-R2K-139 N,上海_烟台
8,9.0,3.0,large,IC5-R2K-139 N,上海_烟台
9,11.0,1.0,large,IC5-R2K-139 N,上海_烟台
0,0.0,149.0,large,IC5-TNB-226 N,上海_烟台
1,1.0,131.0,large,IC5-TNB-226 N,上海_烟台
2,2.0,41.0,large,IC5-TNB-226 N,上海_烟台
3,3.0,17.0,large,IC5-TNB-226 N,上海_烟台
4,4.0,8.0,large,IC5-TNB-226 N,上海_烟台
5,5.0,5.0,large,IC5-TNB-226 N,上海_烟台
6,6.0,4.0,large,IC5-TNB-226 N,上海_烟台
7,7.0,2.0,large,IC5-TNB-226 N,上海_烟台
8,9.0,3.0,large,IC5-TNB-226 N,上海_烟台
9,11.0,1.0,large,IC5-TNB-226 N,上海_烟台
0,0.0,178.0,large,IC5-R9J-142 N,上海_烟台
1,1.0,131.0,large,IC5-R9J-142 N,上海_烟台
2,2.0,41.0,large,IC5-R9J-142 N,上海_烟台
3,3.0,17.0,large,IC5-R9J-142 N,上海_烟台
4,4.0,8.0,large,IC5-R9J-142 N,上海_烟台
5,5.0,5.0,large,IC5-R9J-142 N,上海_烟台
6,6.0,4.0,large,IC5-R9J-142 N,上海_烟台
7,7.0,2.0,large,IC5-R9J-142 N,上海_烟台
8,9.0,3.0,large,IC5-R9J-142 N,上海_烟台
9,11.0,1.0,large,IC5-R9J-142 N,上海_烟台
0,0.0,202.0,large,IC5-N8A-083 N,上海_烟台
1,1.0,172.0,large,IC5-N8A-083 N,上海_烟台
2,2.0,41.0,large,IC5-N8A-083 N,上海_烟台
3,3.0,17.0,large,IC5-N8A-083 N,上海_烟台
4,4.0,8.0,large,IC5-N8A-083 N,上海_烟台
5,5.0,5.0,large,IC5-N8A-083 N,上海_烟台
6,6.0,4.0,large,IC5-N8A-083 N,上海_烟台
7,7.0,2.0,large,IC5-N8A-083 N,上海_烟台
8,9.0,3.0,large,IC5-N8A-083 N,上海_烟台
9,11.0,1.0,large,IC5-N8A-083 N,上海_烟台
0,0.0,242.0,large,IC5-R8J-142 N,上海_烟台
1,1.0,176.0,large,IC5-R8J-142 N,上海_烟台
2,2.0,41.0,large,IC5-R8J-142 N,上海_烟台
3,3.0,19.0,large,IC5-R8J-142 N,上海_烟台
4,4.0,8.0,large,IC5-R8J-142 N,上海_烟台
5,5.0,5.0,large,IC5-R8J-142 N,上海_烟台
6,6.0,4.0,large,IC5-R8J-142 N,上海_烟台
7,7.0,2.0,large,IC5-R8J-142 N,上海_烟台
8,9.0,3.0,large,IC5-R8J-142 N,上海_烟台
9,11.0,1.0,large,IC5-R8J-142 N,上海_烟台
0,0.0,243.0,large,IC5-R2K-140 N,上海_烟台
1,1.0,189.0,large,IC5-R2K-140 N,上海_烟台
2,2.0,41.0,large,IC5-R2K-140 N,上海_烟台
3,3.0,19.0,large,IC5-R2K-140 N,上海_烟台
4,4.0,9.0,large,IC5-R2K-140 N,上海_烟台
5,5.0,7.0,large,IC5-R2K-140 N,上海_烟台
6,6.0,4.0,large,IC5-R2K-140 N,上海_烟台
7,7.0,2.0,large,IC5-R2K-140 N,上海_烟台
8,9.0,3.0,large,IC5-R2K-140 N,上海_烟台
9,11.0,1.0,large,IC5-R2K-140 N,上海_烟台
0,0.0,282.0,large,IC5-N8A-084 N,上海_烟台
1,1.0,189.0,large,IC5-N8A-084 N,上海_烟台
2,2.0,41.0,large,IC5-N8A-084 N,上海_烟台
3,3.0,19.0,large,IC5-N8A-084 N,上海_烟台
4,4.0,9.0,large,IC5-N8A-084 N,上海_烟台
5,5.0,7.0,large,IC5-N8A-084 N,上海_烟台
6,6.0,4.0,large,IC5-N8A-084 N,上海_烟台
7,7.0,2.0,large,IC5-N8A-084 N,上海_烟台
8,8.0,1.0,large,IC5-N8A-084 N,上海_烟台
9,9.0,3.0,large,IC5-N8A-084 N,上海_烟台
10,11.0,1.0,large,IC5-N8A-084 N,上海_烟台
0,0.0,290.0,large,IC5-TNB-227 N,上海_烟台
1,1.0,189.0,large,IC5-TNB-227 N,上海_烟台
2,2.0,56.0,large,IC5-TNB-227 N,上海_烟台
3,3.0,19.0,large,IC5-TNB-227 N,上海_烟台
4,4.0,9.0,large,IC5-TNB-227 N,上海_烟台
5,5.0,7.0,large,IC5-TNB-227 N,上海_烟台
6,6.0,4.0,large,IC5-TNB-227 N,上海_烟台
7,7.0,2.0,large,IC5-TNB-227 N,上海_烟台
8,8.0,1.0,large,IC5-TNB-227 N,上海_烟台
9,9.0,3.0,large,IC5-TNB-227 N,上海_烟台
10,11.0,1.0,large,IC5-TNB-227 N,上海_烟台
0,0.0,314.0,large,IC5-R9J-143 N,上海_烟台
1,1.0,224.0,large,IC5-R9J-143 N,上海_烟台
2,2.0,60.0,large,IC5-R9J-143 N,上海_烟台
3,3.0,19.0,large,IC5-R9J-143 N,上海_烟台
4,4.0,9.0,large,IC5-R9J-143 N,上海_烟台
5,5.0,7.0,large,IC5-R9J-143 N,上海_烟台
6,6.0,4.0,large,IC5-R9J-143 N,上海_烟台
7,7.0,2.0,large,IC5-R9J-143 N,上海_烟台
8,8.0,1.0,large,IC5-R9J-143 N,上海_烟台
9,9.0,3.0,large,IC5-R9J-143 N,上海_烟台
10,11.0,1.0,large,IC5-R9J-143 N,上海_烟台
0,0.0,2.0,large,IC9-RIG-103 N,乐从_营口
1,2.0,6.0,large,IC9-RIG-103 N,乐从_营口
2,3.0,26.0,large,IC9-RIG-103 N,乐从_营口
3,4.0,26.0,large,IC9-RIG-103 N,乐从_营口
4,12.0,6.0,large,IC9-RIG-103 N,乐从_营口
0,0.0,6.0,large,IC9-RFF-392 N,乐从_营口
1,2.0,12.0,large,IC9-RFF-392 N,乐从_营口
2,3.0,34.0,large,IC9-RFF-392 N,乐从_营口
3,4.0,36.0,large,IC9-RFF-392 N,乐从_营口
4,12.0,7.0,large,IC9-RFF-392 N,乐从_营口
0,0.0,15.0,large,IC9-RIP-351 N,乐从_营口
1,1.0,5.0,large,IC9-RIP-351 N,乐从_营口
2,2.0,14.0,large,IC9-RIP-351 N,乐从_营口
3,3.0,36.0,large,IC9-RIP-351 N,乐从_营口
4,4.0,36.0,large,IC9-RIP-351 N,乐从_营口
5,9.0,14.0,large,IC9-RIP-351 N,乐从_营口
6,12.0,7.0,large,IC9-RIP-351 N,乐从_营口
0,0.0,20.0,large,IC9-Q22-109 N,乐从_营口
1,1.0,7.0,large,IC9-Q22-109 N,乐从_营口
2,2.0,42.0,large,IC9-Q22-109 N,乐从_营口
3,3.0,36.0,large,IC9-Q22-109 N,乐从_营口
4,4.0,40.0,large,IC9-Q22-109 N,乐从_营口
5,5.0,10.0,large,IC9-Q22-109 N,乐从_营口
6,6.0,4.0,large,IC9-Q22-109 N,乐从_营口
7,7.0,4.0,large,IC9-Q22-109 N,乐从_营口
8,9.0,14.0,large,IC9-Q22-109 N,乐从_营口
9,12.0,7.0,large,IC9-Q22-109 N,乐从_营口
0,0.0,22.0,large,IC9-Q55-106 N,乐从_营口
1,1.0,11.0,large,IC9-Q55-106 N,乐从_营口
2,2.0,47.0,large,IC9-Q55-106 N,乐从_营口
3,3.0,52.0,large,IC9-Q55-106 N,乐从_营口
4,4.0,43.0,large,IC9-Q55-106 N,乐从_营口
5,5.0,31.0,large,IC9-Q55-106 N,乐从_营口
6,6.0,4.0,large,IC9-Q55-106 N,乐从_营口
7,7.0,5.0,large,IC9-Q55-106 N,乐从_营口
8,8.0,1.0,large,IC9-Q55-106 N,乐从_营口
9,9.0,14.0,large,IC9-Q55-106 N,乐从_营口
10,12.0,7.0,large,IC9-Q55-106 N,乐从_营口
0,0.0,28.0,large,IC9-RZD-217 N,乐从_营口
1,1.0,14.0,large,IC9-RZD-217 N,乐从_营口
2,2.0,55.0,large,IC9-RZD-217 N,乐从_营口
3,3.0,58.0,large,IC9-RZD-217 N,乐从_营口
4,4.0,43.0,large,IC9-RZD-217 N,乐从_营口
5,5.0,39.0,large,IC9-RZD-217 N,乐从_营口
6,6.0,4.0,large,IC9-RZD-217 N,乐从_营口
7,7.0,5.0,large,IC9-RZD-217 N,乐从_营口
8,8.0,1.0,large,IC9-RZD-217 N,乐从_营口
9,9.0,14.0,large,IC9-RZD-217 N,乐从_营口
10,12.0,7.0,large,IC9-RZD-217 N,乐从_营口
0,0.0,41.0,large,IC9-RIU-078 N,乐从_营口
1,1.0,20.0,large,IC9-RIU-078 N,乐从_营口
2,2.0,62.0,large,IC9-RIU-078 N,乐从_营口
3,3.0,59.0,large,IC9-RIU-078 N,乐从_营口
4,4.0,46.0,large,IC9-RIU-078 N,乐从_营口
5,5.0,39.0,large,IC9-RIU-078 N,乐从_营口
6,6.0,6.0,large,IC9-RIU-078 N,乐从_营口
7,7.0,5.0,large,IC9-RIU-078 N,乐从_营口
8,8.0,1.0,large,IC9-RIU-078 N,乐从_营口
9,9.0,14.0,large,IC9-RIU-078 N,乐从_营口
10,12.0,7.0,large,IC9-RIU-078 N,乐从_营口
0,0.0,44.0,large,IC9-QUB-095 N,乐从_营口
1,1.0,48.0,large,IC9-QUB-095 N,乐从_营口
2,2.0,65.0,large,IC9-QUB-095 N,乐从_营口
3,3.0,62.0,large,IC9-QUB-095 N,乐从_营口
4,4.0,49.0,large,IC9-QUB-095 N,乐从_营口
5,5.0,40.0,large,IC9-QUB-095 N,乐从_营口
6,6.0,6.0,large,IC9-QUB-095 N,乐从_营口
7,7.0,7.0,large,IC9-QUB-095 N,乐从_营口
8,8.0,1.0,large,IC9-QUB-095 N,乐从_营口
9,9.0,14.0,large,IC9-QUB-095 N,乐从_营口
10,12.0,7.0,large,IC9-QUB-095 N,乐从_营口
0,0.0,50.0,large,IC9-QPE-298 N,乐从_营口
