,before_days,average_count
0,0,12.772727272727273
1,1,5.181818181818182
2,2,7.090909090909091
3,3,3.8636363636363638
4,4,4.045454545454546
5,5,6.590909090909091
6,6,2.590909090909091
7,7,3.3636363636363638
8,8,0.9545454545454546
9,9,0.9545454545454546
10,10,0.5909090909090909
11,11,0.3181818181818182
12,12,0.8636363636363636
13,15,0.045454545454545456
